PERCENT_PUB_DATA,COUPLING_BETWEEN_OBJECTS,DEPTH,LACK_OF_COHESION_OF_METHODS,NUM_OF_CHILDREN,DEP_ON_CHILD,FAN_IN,RESPONSE_FOR_CLASS,WEIGHTED_METHODS_PER_CLASS,minLOC_EXECUTABLE,minHALSTEAD_CONTENT,minHALSTEAD_DIFFICULTY,minHALSTEAD_EFFORT,minHALSTEAD_ERROR_EST,minHALSTEAD_LENGTH,minHALSTEAD_LEVEL,minHALSTEAD_PROG_TIME,minHALSTEAD_VOLUME,minNUM_OPERANDS,minNUM_OPERATORS,minNUM_UNIQUE_OPERANDS,minNUM_UNIQUE_OPERATORS,minLOC_TOTAL,maxLOC_BLANK,maxBRANCH_COUNT,maxLOC_CODE_AND_COMMENT,maxLOC_COMMENTS,maxCYCLOMATIC_COMPLEXITY,maxDESIGN_COMPLEXITY,maxESSENTIAL_COMPLEXITY,maxLOC_EXECUTABLE,maxHALSTEAD_CONTENT,maxHALSTEAD_DIFFICULTY,maxHALSTEAD_EFFORT,maxHALSTEAD_ERROR_EST,maxHALSTEAD_LENGTH,maxHALSTEAD_LEVEL,maxHALSTEAD_PROG_TIME,maxHALSTEAD_VOLUME,maxNUM_OPERANDS,maxNUM_OPERATORS,maxNUM_UNIQUE_OPERANDS,maxNUM_UNIQUE_OPERATORS,maxLOC_TOTAL,avgLOC_BLANK,avgBRANCH_COUNT,avgLOC_CODE_AND_COMMENT,avgLOC_COMMENTS,avgCYCLOMATIC_COMPLEXITY,avgDESIGN_COMPLEXITY,avgESSENTIAL_COMPLEXITY,avgLOC_EXECUTABLE,avgHALSTEAD_CONTENT,avgHALSTEAD_DIFFICULTY,avgHALSTEAD_EFFORT,avgHALSTEAD_ERROR_EST,avgHALSTEAD_LENGTH,avgHALSTEAD_LEVEL,avgHALSTEAD_PROG_TIME,avgHALSTEAD_VOLUME,avgNUM_OPERANDS,avgNUM_OPERATORS,avgNUM_UNIQUE_OPERANDS,avgNUM_UNIQUE_OPERATORS,avgLOC_TOTAL,sumLOC_BLANK,sumBRANCH_COUNT,sumLOC_CODE_AND_COMMENT,sumLOC_COMMENTS,sumCYCLOMATIC_COMPLEXITY,sumDESIGN_COMPLEXITY,sumESSENTIAL_COMPLEXITY,sumLOC_EXECUTABLE,sumHALSTEAD_CONTENT,sumHALSTEAD_DIFFICULTY,sumHALSTEAD_EFFORT,sumHALSTEAD_ERROR_EST,sumHALSTEAD_LENGTH,sumHALSTEAD_LEVEL,sumHALSTEAD_PROG_TIME,sumHALSTEAD_VOLUME,sumNUM_OPERANDS,sumNUM_OPERATORS,sumNUM_UNIQUE_OPERANDS,sumNUM_UNIQUE_OPERATORS,sumLOC_TOTAL,class
0.0,0.0,1.0,100.0,0.0,0.0,0.0,10.0,10.0,0.0,4.75,1.0,4.75,0.0,3.0,0.67,0.26,4.75,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,16.84,1.5,37.9,0.01,9.0,1.0,2.11,25.27,4.0,5.0,4.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.4,1.3,14.28,0.002,4.6,0.802,0.794,10.154,1.6,3.0,1.6,2.6,2.4,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,37.0,6.5,71.4,0.01,23.0,4.01,3.97,50.77,8.0,15.0,8.0,13.0,12.0,1
100.0,1.0,1.0,70.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,20.68,3.0,72.0,0.01,8.0,1.0,4.0,24.0,4.0,6.0,4.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.736,0.8,18.536,0.004,3.6,0.266,1.03,8.936,1.2,2.4,1.2,2.0,1.4,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,28.68,4.0,92.68,0.02,18.0,1.33,5.15,44.68,6.0,12.0,6.0,10.0,7.0,1
50.0,1.0,2.0,100.0,0.0,0.0,1.0,30.0,20.0,0.0,6.2,1.5,17.41,0.0,5.0,0.4,0.97,11.61,1.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,2.5,38.77,0.01,6.0,0.67,2.15,15.51,2.0,5.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.226667,1.833333,24.53,0.003333,5.333333,0.58,1.363333,12.91,1.666667,3.666667,1.666667,3.666667,2.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,21.68,5.5,73.59,0.01,16.0,1.74,4.09,38.73,5.0,11.0,5.0,11.0,6.0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.75,1.0,4.75,0.0,3.0,0.5,0.26,4.75,1.0,2.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.75,2.0,31.02,0.01,6.0,1.0,1.72,15.51,2.0,4.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.943333,1.5,15.92333,0.003333,4.333333,0.723333,0.883333,9.42,1.333333,3.0,1.333333,3.0,4.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,17.83,4.5,47.77,0.01,13.0,2.17,2.65,28.26,4.0,9.0,4.0,9.0,12.0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.75,1.0,4.75,0.0,3.0,0.67,0.26,4.75,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,1.0,0.67,8.0,1.0,3.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.943333,1.166667,7.166667,0.0,3.333333,0.89,0.396667,5.833333,1.0,2.333333,1.0,2.333333,3.333333,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,14.83,3.5,21.5,0.0,10.0,2.67,1.19,17.5,3.0,7.0,3.0,7.0,10.0,1
0.0,0.0,1.0,100.0,1.0,0.0,0.0,28.0,28.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,1
0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,5.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,3.1,1.25,19.385,0.005,3.5,0.2,1.075,7.755,1.0,2.5,1.0,2.5,2.5,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,6.2,2.5,38.77,0.01,7.0,0.4,2.15,15.51,2.0,5.0,2.0,5.0,5.0,1
17.0,1.0,4.0,100.0,0.0,0.0,1.0,198.0,24.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,1
0.0,0.0,3.0,0.0,0.0,0.0,2.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,1.0,98.0,0.0,0.0,0.0,37.0,34.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,1
0.0,0.0,1.0,100.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
