V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,class
57.0,technician,married,unknown,no,206.0,yes,no,unknown,5.0,may,216.0,3.0,-1.0,0.0,unknown,1
57.0,housemaid,married,primary,no,7082.0,no,no,unknown,6.0,jun,69.0,3.0,-1.0,0.0,unknown,1
51.0,unemployed,married,tertiary,no,1634.0,yes,no,cellular,22.0,jul,168.0,4.0,-1.0,0.0,unknown,1
34.0,admin.,single,secondary,no,1.0,yes,no,cellular,22.0,jul,483.0,7.0,-1.0,0.0,unknown,1
50.0,self-employed,married,tertiary,no,4012.0,no,no,cellular,19.0,nov,690.0,3.0,-1.0,0.0,unknown,1
44.0,management,married,tertiary,no,3762.0,no,no,cellular,28.0,aug,125.0,12.0,-1.0,0.0,unknown,1
27.0,admin.,married,secondary,no,-247.0,yes,yes,unknown,4.0,jun,344.0,2.0,-1.0,0.0,unknown,1
50.0,blue-collar,married,secondary,no,606.0,yes,no,unknown,14.0,may,673.0,2.0,-1.0,0.0,unknown,1
36.0,management,married,tertiary,no,0.0,yes,no,cellular,28.0,jan,60.0,1.0,250.0,1.0,other,1
42.0,management,married,secondary,no,-189.0,yes,no,unknown,12.0,may,247.0,2.0,-1.0,0.0,unknown,1
32.0,unemployed,single,secondary,no,0.0,no,no,cellular,27.0,may,123.0,2.0,-1.0,0.0,unknown,1
42.0,management,married,tertiary,no,484.0,yes,no,cellular,11.0,jul,144.0,2.0,-1.0,0.0,unknown,1
43.0,technician,married,secondary,no,0.0,no,yes,cellular,8.0,may,9.0,2.0,172.0,5.0,failure,1
31.0,management,married,tertiary,no,395.0,yes,no,cellular,9.0,feb,155.0,3.0,-1.0,0.0,unknown,1
32.0,management,married,tertiary,no,2349.0,no,no,cellular,14.0,aug,134.0,5.0,-1.0,0.0,unknown,1
55.0,blue-collar,divorced,primary,no,410.0,no,yes,cellular,11.0,jul,221.0,2.0,-1.0,0.0,unknown,1
58.0,retired,married,primary,no,3401.0,yes,no,cellular,3.0,feb,84.0,3.0,265.0,2.0,failure,1
46.0,blue-collar,married,primary,no,222.0,no,no,cellular,8.0,aug,71.0,2.0,-1.0,0.0,unknown,1
55.0,blue-collar,married,secondary,no,989.0,yes,yes,unknown,23.0,may,246.0,4.0,-1.0,0.0,unknown,1
34.0,management,married,tertiary,no,415.0,no,yes,cellular,23.0,jul,361.0,2.0,-1.0,0.0,unknown,1
28.0,unemployed,single,secondary,no,16.0,no,no,cellular,12.0,aug,119.0,4.0,-1.0,0.0,unknown,1
42.0,technician,divorced,tertiary,no,7190.0,yes,no,cellular,29.0,jul,375.0,2.0,-1.0,0.0,unknown,1
29.0,blue-collar,single,secondary,no,482.0,no,yes,cellular,10.0,jul,1097.0,3.0,-1.0,0.0,unknown,0
54.0,housemaid,married,secondary,no,209.0,yes,yes,cellular,25.0,jul,97.0,1.0,-1.0,0.0,unknown,1
32.0,technician,single,secondary,no,0.0,no,no,cellular,26.0,aug,181.0,2.0,-1.0,0.0,unknown,1
39.0,technician,single,tertiary,no,5803.0,no,no,cellular,2.0,feb,83.0,3.0,-1.0,0.0,unknown,1
53.0,entrepreneur,married,tertiary,no,624.0,no,yes,cellular,21.0,jul,180.0,4.0,-1.0,0.0,unknown,1
58.0,technician,married,tertiary,no,883.0,no,no,cellular,18.0,aug,543.0,1.0,78.0,2.0,failure,1
40.0,self-employed,married,secondary,no,1516.0,yes,yes,unknown,23.0,may,373.0,1.0,-1.0,0.0,unknown,1
29.0,student,single,secondary,no,872.0,yes,no,unknown,7.0,may,230.0,1.0,-1.0,0.0,unknown,1
33.0,technician,married,tertiary,no,-988.0,yes,yes,cellular,15.0,jul,83.0,3.0,-1.0,0.0,unknown,1
38.0,admin.,single,secondary,no,902.0,yes,no,telephone,31.0,jul,58.0,13.0,-1.0,0.0,unknown,1
56.0,services,divorced,secondary,no,1007.0,no,no,cellular,29.0,jul,88.0,6.0,-1.0,0.0,unknown,1
40.0,services,married,secondary,no,0.0,yes,no,cellular,2.0,jun,297.0,1.0,28.0,3.0,failure,1
24.0,blue-collar,single,secondary,no,174.0,yes,yes,cellular,18.0,may,487.0,1.0,-1.0,0.0,unknown,0
46.0,management,married,secondary,no,12186.0,no,no,unknown,20.0,jun,29.0,3.0,-1.0,0.0,unknown,1
35.0,self-employed,married,secondary,no,524.0,yes,no,cellular,21.0,nov,484.0,4.0,-1.0,0.0,unknown,1
35.0,blue-collar,single,tertiary,no,0.0,yes,no,cellular,21.0,jul,262.0,4.0,-1.0,0.0,unknown,1
34.0,technician,married,secondary,no,4.0,yes,no,unknown,15.0,may,644.0,1.0,-1.0,0.0,unknown,1
35.0,housemaid,married,tertiary,no,11219.0,no,no,cellular,12.0,aug,699.0,2.0,79.0,1.0,failure,1
38.0,technician,single,tertiary,no,0.0,no,no,cellular,28.0,aug,247.0,2.0,-1.0,0.0,unknown,1
50.0,blue-collar,married,primary,no,5776.0,no,no,cellular,18.0,nov,49.0,3.0,-1.0,0.0,unknown,1
51.0,blue-collar,divorced,primary,no,37.0,yes,no,cellular,13.0,may,341.0,1.0,-1.0,0.0,unknown,1
59.0,self-employed,married,tertiary,no,593.0,no,no,unknown,13.0,may,64.0,2.0,-1.0,0.0,unknown,1
32.0,blue-collar,married,secondary,no,1148.0,yes,no,cellular,20.0,apr,121.0,1.0,-1.0,0.0,unknown,1
37.0,blue-collar,single,secondary,no,3561.0,yes,no,unknown,2.0,jun,98.0,1.0,-1.0,0.0,unknown,1
42.0,admin.,divorced,secondary,no,63.0,no,no,unknown,16.0,may,88.0,6.0,-1.0,0.0,unknown,1
40.0,student,married,secondary,no,260.0,no,no,unknown,20.0,jun,197.0,6.0,-1.0,0.0,unknown,1
28.0,technician,single,tertiary,no,2269.0,yes,no,unknown,9.0,may,331.0,1.0,-1.0,0.0,unknown,1
47.0,admin.,married,secondary,no,1060.0,yes,no,unknown,6.0,jun,83.0,3.0,-1.0,0.0,unknown,1
27.0,self-employed,married,secondary,no,-220.0,yes,no,unknown,26.0,may,138.0,2.0,-1.0,0.0,unknown,1
41.0,management,married,tertiary,no,49.0,yes,no,cellular,17.0,jul,312.0,5.0,-1.0,0.0,unknown,1
34.0,admin.,married,tertiary,no,69.0,no,yes,cellular,4.0,aug,120.0,3.0,1.0,6.0,success,0
50.0,blue-collar,married,primary,no,4108.0,yes,no,cellular,7.0,aug,526.0,2.0,-1.0,0.0,unknown,0
47.0,blue-collar,married,secondary,no,480.0,yes,no,unknown,28.0,may,211.0,2.0,-1.0,0.0,unknown,1
53.0,services,married,secondary,no,4994.0,no,no,cellular,18.0,aug,62.0,6.0,-1.0,0.0,unknown,1
53.0,technician,divorced,secondary,no,0.0,yes,yes,cellular,15.0,jul,135.0,5.0,-1.0,0.0,unknown,1
47.0,management,married,tertiary,no,3681.0,no,no,cellular,14.0,aug,101.0,2.0,-1.0,0.0,unknown,1
49.0,entrepreneur,divorced,unknown,yes,-701.0,yes,no,cellular,30.0,jul,988.0,2.0,-1.0,0.0,unknown,0
29.0,management,married,tertiary,no,451.0,no,no,cellular,28.0,jan,451.0,1.0,-1.0,0.0,unknown,1
45.0,blue-collar,divorced,primary,no,-311.0,yes,no,unknown,23.0,may,1030.0,1.0,-1.0,0.0,unknown,0
38.0,entrepreneur,married,secondary,no,593.0,yes,yes,cellular,24.0,jul,1484.0,24.0,-1.0,0.0,unknown,0
32.0,blue-collar,married,secondary,no,759.0,yes,no,cellular,9.0,apr,317.0,5.0,-1.0,0.0,unknown,0
70.0,retired,divorced,primary,no,4531.0,no,no,cellular,18.0,may,445.0,1.0,-1.0,0.0,unknown,1
65.0,retired,divorced,primary,no,1840.0,no,no,cellular,1.0,jun,383.0,2.0,188.0,5.0,failure,1
56.0,blue-collar,married,secondary,no,345.0,yes,no,telephone,22.0,jul,605.0,1.0,-1.0,0.0,unknown,1
35.0,blue-collar,married,secondary,no,1287.0,yes,no,cellular,14.0,jul,330.0,2.0,-1.0,0.0,unknown,1
56.0,management,married,unknown,no,353.0,no,yes,cellular,25.0,jul,171.0,2.0,-1.0,0.0,unknown,1
56.0,technician,married,secondary,no,205.0,no,yes,cellular,23.0,jul,442.0,2.0,-1.0,0.0,unknown,1
49.0,entrepreneur,married,secondary,no,687.0,yes,no,cellular,17.0,apr,772.0,1.0,-1.0,0.0,unknown,0
38.0,unemployed,married,primary,no,1147.0,yes,yes,unknown,8.0,may,249.0,5.0,-1.0,0.0,unknown,1
35.0,management,married,tertiary,no,4286.0,yes,no,unknown,9.0,may,357.0,1.0,-1.0,0.0,unknown,1
38.0,admin.,married,tertiary,no,605.0,no,no,cellular,18.0,nov,147.0,2.0,-1.0,0.0,unknown,1
49.0,blue-collar,married,secondary,no,8545.0,yes,yes,cellular,6.0,may,199.0,7.0,167.0,1.0,failure,1
55.0,management,married,unknown,no,559.0,no,no,cellular,28.0,jan,271.0,2.0,-1.0,0.0,unknown,1
43.0,blue-collar,single,primary,no,2.0,yes,no,cellular,30.0,jul,783.0,3.0,-1.0,0.0,unknown,1
43.0,management,married,tertiary,no,2.0,no,yes,cellular,20.0,aug,472.0,2.0,-1.0,0.0,unknown,1
25.0,admin.,single,tertiary,no,760.0,yes,no,cellular,27.0,may,223.0,3.0,89.0,2.0,failure,0
30.0,blue-collar,married,primary,no,1317.0,yes,no,unknown,21.0,may,395.0,2.0,-1.0,0.0,unknown,1
46.0,blue-collar,married,secondary,no,182.0,no,no,cellular,4.0,feb,56.0,1.0,-1.0,0.0,unknown,1
50.0,admin.,married,primary,no,276.0,no,yes,unknown,17.0,jun,641.0,6.0,-1.0,0.0,unknown,1
35.0,entrepreneur,married,secondary,no,2971.0,no,no,cellular,4.0,may,429.0,4.0,164.0,2.0,failure,0
26.0,unemployed,single,secondary,no,1064.0,no,no,unknown,31.0,may,113.0,1.0,-1.0,0.0,unknown,1
45.0,admin.,married,unknown,no,1783.0,no,no,unknown,20.0,jun,11.0,11.0,-1.0,0.0,unknown,1
37.0,blue-collar,married,secondary,no,-67.0,no,no,cellular,2.0,feb,157.0,1.0,-1.0,0.0,unknown,1
60.0,self-employed,single,tertiary,no,179.0,no,yes,cellular,29.0,jul,79.0,4.0,-1.0,0.0,unknown,1
38.0,management,married,tertiary,no,1199.0,no,no,cellular,4.0,aug,178.0,1.0,1.0,1.0,success,0
47.0,blue-collar,married,primary,no,214.0,yes,yes,unknown,9.0,jun,168.0,1.0,-1.0,0.0,unknown,1
33.0,technician,married,secondary,no,6699.0,no,no,cellular,9.0,nov,425.0,1.0,462.0,1.0,failure,1
51.0,unemployed,married,secondary,no,1760.0,no,yes,cellular,19.0,nov,162.0,1.0,-1.0,0.0,unknown,1
35.0,entrepreneur,single,tertiary,no,145.0,yes,no,cellular,18.0,jul,799.0,2.0,-1.0,0.0,unknown,0
35.0,unemployed,married,secondary,no,978.0,no,no,cellular,29.0,dec,1370.0,3.0,209.0,3.0,success,0
48.0,admin.,single,secondary,no,1150.0,yes,no,unknown,28.0,may,357.0,1.0,-1.0,0.0,unknown,1
37.0,admin.,married,secondary,no,121.0,no,no,cellular,22.0,jul,22.0,6.0,-1.0,0.0,unknown,1
29.0,technician,single,tertiary,no,828.0,yes,no,cellular,16.0,apr,215.0,3.0,321.0,3.0,other,1
34.0,admin.,married,secondary,no,244.0,yes,no,cellular,31.0,jul,56.0,4.0,-1.0,0.0,unknown,1
32.0,services,married,primary,no,228.0,yes,no,cellular,21.0,jul,1017.0,6.0,-1.0,0.0,unknown,0
30.0,management,single,tertiary,no,424.0,no,no,cellular,16.0,apr,298.0,4.0,-1.0,0.0,unknown,0
47.0,management,divorced,tertiary,no,447.0,no,yes,unknown,7.0,may,126.0,1.0,-1.0,0.0,unknown,1
33.0,blue-collar,married,primary,no,-195.0,no,no,unknown,20.0,sep,9.0,1.0,-1.0,0.0,unknown,1
33.0,management,single,tertiary,no,1410.0,yes,no,cellular,5.0,feb,8.0,1.0,254.0,5.0,failure,1
63.0,retired,married,primary,no,1084.0,no,no,cellular,14.0,oct,201.0,1.0,183.0,1.0,success,1
51.0,self-employed,divorced,primary,no,10924.0,no,no,cellular,6.0,may,106.0,2.0,-1.0,0.0,unknown,1
41.0,management,married,tertiary,no,832.0,yes,yes,cellular,21.0,nov,164.0,1.0,176.0,1.0,failure,1
56.0,retired,married,tertiary,no,478.0,no,no,cellular,5.0,feb,97.0,1.0,-1.0,0.0,unknown,1
60.0,management,single,tertiary,no,0.0,no,yes,cellular,23.0,jul,151.0,1.0,-1.0,0.0,unknown,1
41.0,self-employed,single,tertiary,no,3950.0,yes,no,unknown,30.0,may,96.0,2.0,-1.0,0.0,unknown,1
37.0,management,single,unknown,no,504.0,yes,no,cellular,16.0,apr,555.0,1.0,-1.0,0.0,unknown,1
36.0,blue-collar,single,secondary,no,219.0,yes,yes,cellular,11.0,may,270.0,2.0,347.0,1.0,failure,1
57.0,management,married,tertiary,no,1602.0,no,no,cellular,29.0,jul,339.0,3.0,-1.0,0.0,unknown,1
55.0,management,married,primary,no,2587.0,no,no,cellular,4.0,sep,328.0,2.0,94.0,2.0,success,0
44.0,admin.,married,secondary,no,0.0,yes,yes,unknown,16.0,may,159.0,1.0,-1.0,0.0,unknown,1
47.0,self-employed,married,tertiary,no,2303.0,yes,no,cellular,6.0,may,323.0,2.0,364.0,1.0,failure,1
31.0,blue-collar,married,secondary,no,1660.0,yes,no,cellular,20.0,apr,342.0,1.0,-1.0,0.0,unknown,1
35.0,management,married,tertiary,yes,32.0,yes,no,cellular,21.0,nov,180.0,1.0,-1.0,0.0,unknown,1
39.0,management,married,tertiary,no,278.0,no,yes,cellular,28.0,jul,60.0,3.0,-1.0,0.0,unknown,1
50.0,management,married,tertiary,no,4.0,no,no,cellular,17.0,nov,223.0,1.0,96.0,2.0,failure,1
29.0,management,married,tertiary,no,318.0,yes,no,cellular,18.0,may,1434.0,2.0,356.0,4.0,failure,1
30.0,services,single,secondary,no,209.0,yes,no,unknown,6.0,may,30.0,2.0,-1.0,0.0,unknown,1
46.0,services,married,secondary,no,271.0,yes,no,unknown,16.0,may,134.0,4.0,-1.0,0.0,unknown,1
27.0,management,single,unknown,no,3196.0,no,no,cellular,9.0,feb,10.0,2.0,-1.0,0.0,unknown,1
48.0,admin.,divorced,secondary,no,4099.0,no,no,cellular,2.0,apr,397.0,2.0,-1.0,0.0,unknown,0
26.0,student,single,secondary,no,2572.0,yes,no,cellular,5.0,may,620.0,1.0,-1.0,0.0,unknown,1
36.0,management,single,tertiary,no,339.0,no,no,cellular,21.0,nov,6.0,6.0,-1.0,0.0,unknown,1
42.0,blue-collar,married,primary,no,0.0,yes,yes,cellular,7.0,may,209.0,2.0,-1.0,0.0,unknown,1
50.0,housemaid,married,primary,no,395.0,yes,no,unknown,15.0,may,419.0,2.0,-1.0,0.0,unknown,1
49.0,blue-collar,married,secondary,no,2039.0,yes,no,cellular,18.0,nov,283.0,2.0,-1.0,0.0,unknown,1
45.0,management,married,tertiary,no,5450.0,no,no,cellular,8.0,aug,188.0,2.0,-1.0,0.0,unknown,1
23.0,student,single,secondary,no,780.0,no,no,cellular,16.0,sep,267.0,1.0,-1.0,0.0,unknown,1
38.0,technician,single,secondary,no,0.0,yes,no,cellular,7.0,apr,196.0,2.0,-1.0,0.0,unknown,1
32.0,management,single,tertiary,no,8436.0,yes,no,cellular,17.0,apr,245.0,1.0,149.0,2.0,failure,1
60.0,technician,single,primary,no,11262.0,no,no,cellular,26.0,aug,323.0,1.0,-1.0,0.0,unknown,0
30.0,entrepreneur,married,secondary,no,946.0,yes,no,cellular,19.0,nov,1065.0,1.0,183.0,1.0,other,1
58.0,housemaid,married,tertiary,no,497.0,no,no,unknown,11.0,jun,138.0,5.0,-1.0,0.0,unknown,1
60.0,retired,married,primary,no,55.0,no,no,cellular,4.0,jun,207.0,1.0,-1.0,0.0,unknown,1
38.0,services,married,secondary,no,-140.0,no,no,unknown,25.0,jun,456.0,3.0,-1.0,0.0,unknown,1
51.0,technician,married,secondary,no,-379.0,yes,no,cellular,5.0,aug,261.0,1.0,-1.0,0.0,unknown,1
42.0,admin.,married,secondary,no,-396.0,yes,no,cellular,11.0,may,80.0,1.0,308.0,4.0,failure,1
30.0,services,single,secondary,no,0.0,yes,no,cellular,18.0,may,131.0,6.0,363.0,9.0,failure,1
40.0,management,married,primary,no,733.0,yes,no,unknown,6.0,jun,94.0,7.0,-1.0,0.0,unknown,1
37.0,management,married,tertiary,no,393.0,yes,no,cellular,14.0,may,567.0,3.0,275.0,4.0,failure,0
53.0,technician,divorced,primary,no,7290.0,yes,no,unknown,30.0,may,153.0,1.0,-1.0,0.0,unknown,1
27.0,services,single,secondary,no,468.0,yes,no,cellular,13.0,may,109.0,1.0,-1.0,0.0,unknown,1
39.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,30.0,apr,53.0,1.0,325.0,1.0,failure,1
39.0,blue-collar,married,primary,no,3705.0,yes,no,unknown,16.0,jun,77.0,1.0,-1.0,0.0,unknown,1
59.0,retired,married,tertiary,no,9676.0,no,no,telephone,27.0,mar,234.0,2.0,-1.0,0.0,unknown,0
37.0,services,married,secondary,no,1328.0,yes,no,telephone,13.0,may,121.0,2.0,341.0,4.0,failure,1
41.0,blue-collar,married,primary,no,8.0,yes,no,cellular,15.0,jul,155.0,2.0,-1.0,0.0,unknown,1
45.0,blue-collar,married,primary,no,61.0,no,no,cellular,17.0,apr,108.0,1.0,-1.0,0.0,unknown,1
48.0,management,married,tertiary,no,6613.0,no,no,unknown,17.0,jun,159.0,3.0,-1.0,0.0,unknown,1
48.0,technician,married,secondary,no,302.0,yes,no,unknown,26.0,may,208.0,3.0,-1.0,0.0,unknown,1
32.0,blue-collar,married,secondary,no,1005.0,no,no,cellular,12.0,may,215.0,1.0,-1.0,0.0,unknown,1
35.0,services,married,secondary,no,109.0,yes,no,unknown,6.0,may,597.0,3.0,-1.0,0.0,unknown,1
33.0,management,single,tertiary,no,1240.0,yes,no,cellular,4.0,feb,505.0,2.0,260.0,1.0,other,1
28.0,blue-collar,single,primary,no,0.0,yes,yes,unknown,3.0,jun,380.0,4.0,-1.0,0.0,unknown,1
64.0,retired,married,unknown,no,2923.0,no,no,cellular,12.0,mar,120.0,1.0,-1.0,0.0,unknown,1
35.0,technician,married,secondary,no,0.0,no,no,cellular,27.0,aug,106.0,4.0,-1.0,0.0,unknown,1
33.0,blue-collar,married,secondary,no,43.0,yes,no,cellular,14.0,may,332.0,2.0,358.0,2.0,failure,1
41.0,technician,married,secondary,no,288.0,yes,no,unknown,15.0,may,221.0,4.0,-1.0,0.0,unknown,1
34.0,admin.,married,secondary,no,613.0,yes,no,cellular,4.0,jun,80.0,1.0,-1.0,0.0,unknown,1
37.0,technician,single,tertiary,no,6101.0,no,no,cellular,4.0,may,60.0,5.0,87.0,1.0,success,1
38.0,blue-collar,married,primary,no,168.0,yes,yes,telephone,13.0,may,212.0,3.0,-1.0,0.0,unknown,1
39.0,blue-collar,married,primary,no,7685.0,yes,no,cellular,14.0,apr,493.0,3.0,-1.0,0.0,unknown,1
35.0,technician,divorced,tertiary,no,4515.0,yes,no,cellular,19.0,nov,98.0,2.0,-1.0,0.0,unknown,1
28.0,blue-collar,single,secondary,no,517.0,no,yes,cellular,8.0,jul,681.0,1.0,-1.0,0.0,unknown,0
27.0,blue-collar,single,secondary,no,148.0,no,no,cellular,22.0,jul,203.0,1.0,-1.0,0.0,unknown,1
48.0,retired,married,primary,yes,-285.0,no,yes,cellular,19.0,nov,157.0,1.0,-1.0,0.0,unknown,1
50.0,blue-collar,married,secondary,no,887.0,no,no,unknown,16.0,jun,287.0,1.0,-1.0,0.0,unknown,1
45.0,self-employed,married,secondary,no,3098.0,yes,no,cellular,7.0,aug,159.0,2.0,-1.0,0.0,unknown,1
41.0,technician,married,tertiary,no,744.0,yes,no,unknown,14.0,may,125.0,1.0,-1.0,0.0,unknown,1
39.0,technician,married,secondary,no,130.0,no,no,cellular,8.0,jul,202.0,2.0,-1.0,0.0,unknown,1
44.0,management,married,secondary,no,438.0,yes,no,telephone,8.0,may,37.0,3.0,303.0,1.0,failure,1
54.0,admin.,married,secondary,no,0.0,no,no,cellular,28.0,jan,161.0,1.0,98.0,2.0,failure,0
49.0,management,married,tertiary,no,322.0,no,no,cellular,6.0,aug,72.0,4.0,-1.0,0.0,unknown,1
34.0,blue-collar,single,secondary,no,186.0,no,no,cellular,2.0,feb,342.0,1.0,-1.0,0.0,unknown,1
75.0,retired,divorced,tertiary,no,3810.0,yes,no,cellular,16.0,nov,262.0,1.0,183.0,1.0,failure,0
42.0,management,married,tertiary,no,0.0,no,no,cellular,13.0,aug,325.0,2.0,-1.0,0.0,unknown,1
53.0,blue-collar,married,secondary,no,4380.0,no,no,telephone,19.0,aug,223.0,7.0,-1.0,0.0,unknown,1
49.0,management,divorced,tertiary,no,755.0,no,no,cellular,31.0,jul,1212.0,4.0,-1.0,0.0,unknown,0
31.0,services,single,secondary,no,2070.0,no,no,cellular,29.0,aug,319.0,2.0,-1.0,0.0,unknown,1
45.0,blue-collar,single,primary,no,999.0,no,no,cellular,29.0,jan,182.0,2.0,-1.0,0.0,unknown,1
39.0,self-employed,married,secondary,no,167.0,yes,yes,cellular,17.0,jul,330.0,1.0,-1.0,0.0,unknown,1
46.0,technician,married,secondary,no,1322.0,yes,yes,cellular,19.0,nov,514.0,1.0,-1.0,0.0,unknown,1
42.0,admin.,divorced,secondary,no,1076.0,yes,no,unknown,14.0,may,213.0,1.0,-1.0,0.0,unknown,1
37.0,management,married,tertiary,no,502.0,yes,no,cellular,7.0,may,551.0,1.0,351.0,1.0,failure,1
26.0,technician,single,tertiary,no,1216.0,yes,no,cellular,16.0,apr,472.0,2.0,-1.0,0.0,unknown,1
37.0,management,single,tertiary,no,876.0,yes,no,cellular,15.0,apr,140.0,4.0,327.0,2.0,failure,1
36.0,services,single,secondary,no,342.0,yes,no,unknown,7.0,may,142.0,1.0,-1.0,0.0,unknown,1
29.0,blue-collar,single,primary,no,950.0,yes,no,unknown,4.0,jun,135.0,3.0,-1.0,0.0,unknown,1
36.0,blue-collar,married,primary,no,973.0,yes,yes,unknown,23.0,may,293.0,1.0,-1.0,0.0,unknown,1
26.0,technician,married,tertiary,no,3825.0,yes,no,unknown,13.0,may,107.0,1.0,-1.0,0.0,unknown,1
32.0,blue-collar,married,secondary,no,2366.0,yes,no,unknown,20.0,may,127.0,2.0,-1.0,0.0,unknown,1
40.0,management,married,tertiary,no,542.0,yes,no,cellular,20.0,nov,1816.0,1.0,-1.0,0.0,unknown,1
53.0,management,married,primary,no,995.0,no,no,cellular,4.0,feb,200.0,3.0,-1.0,0.0,unknown,1
29.0,management,married,tertiary,no,20.0,yes,no,cellular,12.0,may,418.0,1.0,-1.0,0.0,unknown,1
34.0,technician,single,tertiary,no,228.0,yes,no,cellular,22.0,jul,387.0,4.0,-1.0,0.0,unknown,1
43.0,blue-collar,married,secondary,no,130.0,no,no,cellular,5.0,may,156.0,1.0,337.0,3.0,failure,1
56.0,management,married,tertiary,no,217.0,no,yes,cellular,21.0,jul,121.0,2.0,-1.0,0.0,unknown,1
55.0,entrepreneur,divorced,tertiary,no,0.0,no,no,unknown,6.0,jun,108.0,2.0,-1.0,0.0,unknown,1
31.0,self-employed,married,tertiary,no,259.0,yes,no,cellular,7.0,may,47.0,1.0,-1.0,0.0,unknown,1
27.0,admin.,single,secondary,no,619.0,yes,no,cellular,20.0,apr,16.0,5.0,322.0,4.0,other,1
36.0,management,married,secondary,no,644.0,yes,no,cellular,18.0,nov,54.0,2.0,-1.0,0.0,unknown,1
44.0,management,married,tertiary,no,22.0,yes,no,cellular,6.0,aug,265.0,2.0,-1.0,0.0,unknown,1
37.0,admin.,divorced,tertiary,no,4303.0,yes,no,unknown,23.0,may,168.0,1.0,-1.0,0.0,unknown,1
30.0,admin.,single,secondary,no,239.0,yes,no,cellular,7.0,may,115.0,3.0,-1.0,0.0,unknown,1
42.0,technician,single,secondary,no,275.0,no,no,cellular,26.0,aug,31.0,8.0,-1.0,0.0,unknown,1
30.0,management,married,tertiary,no,1221.0,yes,no,telephone,25.0,jul,279.0,4.0,-1.0,0.0,unknown,0
62.0,retired,married,secondary,no,816.0,no,no,cellular,1.0,sep,28.0,2.0,-1.0,0.0,unknown,1
24.0,blue-collar,married,secondary,no,1222.0,yes,no,cellular,20.0,apr,369.0,1.0,-1.0,0.0,unknown,1
31.0,technician,married,secondary,no,2363.0,yes,no,unknown,13.0,may,247.0,1.0,-1.0,0.0,unknown,1
66.0,retired,married,tertiary,no,2262.0,no,no,cellular,22.0,apr,155.0,1.0,-1.0,0.0,unknown,1
47.0,admin.,married,secondary,no,2.0,no,no,cellular,10.0,jul,89.0,1.0,-1.0,0.0,unknown,1
39.0,entrepreneur,married,tertiary,no,2.0,yes,no,cellular,17.0,nov,180.0,1.0,-1.0,0.0,unknown,1
35.0,technician,married,secondary,no,4508.0,yes,no,cellular,18.0,nov,854.0,1.0,-1.0,0.0,unknown,0
35.0,admin.,divorced,secondary,no,-402.0,yes,no,cellular,17.0,apr,46.0,1.0,-1.0,0.0,unknown,1
27.0,technician,married,secondary,no,1577.0,yes,yes,unknown,28.0,may,266.0,2.0,-1.0,0.0,unknown,1
32.0,blue-collar,married,secondary,no,34.0,yes,no,cellular,5.0,may,321.0,2.0,-1.0,0.0,unknown,1
44.0,management,married,tertiary,no,795.0,no,no,cellular,28.0,aug,99.0,24.0,-1.0,0.0,unknown,1
42.0,blue-collar,married,secondary,no,117.0,yes,no,unknown,9.0,may,147.0,1.0,-1.0,0.0,unknown,1
34.0,self-employed,single,tertiary,no,5462.0,no,no,cellular,30.0,apr,430.0,1.0,-1.0,0.0,unknown,0
25.0,services,single,secondary,no,402.0,no,yes,cellular,7.0,jul,264.0,1.0,-1.0,0.0,unknown,1
40.0,technician,single,secondary,no,641.0,no,no,cellular,16.0,jul,156.0,6.0,-1.0,0.0,unknown,1
43.0,management,divorced,tertiary,no,36.0,no,no,cellular,26.0,may,118.0,1.0,102.0,2.0,failure,1
55.0,unemployed,married,tertiary,no,383.0,no,no,unknown,6.0,may,343.0,3.0,-1.0,0.0,unknown,1
50.0,blue-collar,married,secondary,no,283.0,yes,no,cellular,7.0,aug,226.0,3.0,-1.0,0.0,unknown,1
45.0,management,divorced,tertiary,no,0.0,no,no,unknown,1.0,jun,5.0,1.0,-1.0,0.0,unknown,1
35.0,blue-collar,divorced,secondary,no,3102.0,yes,no,cellular,20.0,nov,138.0,1.0,-1.0,0.0,unknown,1
32.0,blue-collar,married,secondary,no,889.0,yes,no,cellular,10.0,sep,185.0,1.0,99.0,5.0,success,0
59.0,housemaid,married,secondary,no,0.0,no,no,telephone,3.0,feb,722.0,1.0,99.0,4.0,failure,1
34.0,self-employed,married,secondary,no,-370.0,yes,no,unknown,21.0,may,748.0,1.0,-1.0,0.0,unknown,1
39.0,management,married,tertiary,no,-606.0,yes,no,unknown,26.0,may,142.0,1.0,-1.0,0.0,unknown,1
40.0,management,single,secondary,no,10378.0,yes,no,cellular,17.0,nov,523.0,3.0,-1.0,0.0,unknown,1
36.0,blue-collar,single,primary,no,1313.0,yes,no,unknown,20.0,jun,8.0,10.0,-1.0,0.0,unknown,1
40.0,management,married,tertiary,no,8969.0,yes,no,cellular,17.0,nov,153.0,1.0,-1.0,0.0,unknown,1
55.0,self-employed,married,secondary,no,-196.0,yes,no,unknown,20.0,may,210.0,2.0,-1.0,0.0,unknown,1
38.0,entrepreneur,married,secondary,yes,15.0,yes,no,cellular,10.0,jul,121.0,1.0,-1.0,0.0,unknown,1
61.0,admin.,married,secondary,no,4608.0,no,no,cellular,12.0,mar,212.0,1.0,-1.0,0.0,unknown,0
