V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,class
2.19,45935.0,40.0,0.4,48663.0,0.425,82.0,94.0,4.26,3.7,55.1,v2,0.544,91.0,4308.0,759.0,0.247,6.37,0.67,686.0,25.2,0.38,1.6,99.2,6.95,0.429,0.453,0.86,9.1,0.44,v1,58.5,0.4,25.8,60.9,0.87,18786.0,7.18,0.832,v1,1
2.47,49922.0,25.0,1.89,83571.0,0.316,75.8,92.0,4.67,7.8,53.5,v2,0.69,51.5,6544.0,793.0,0.581,4.04,0.71,608.0,28.3,0.25,1.63,82.4,7.04,0.497,0.576,0.87,9.11,0.27,v2,58.1,0.47,73.1,61.4,0.53,36231.0,6.58,0.764,v2,0
3.69,46639.0,18.7,2.06,60175.0,0.498,72.9,60.0,4.61,5.7,53.5,v1,0.656,49.4,4318.0,787.0,0.314,6.29,0.17,258.0,27.3,0.28,1.63,79.6,6.79,0.23,0.622,0.85,9.13,0.38,v2,56.8,0.44,70.6,65.9,0.63,26435.0,6.58,0.847,v2,0
2.03,46888.0,31.2,2.09,23484.0,0.496,77.3,58.0,4.61,8.6,50.7,v1,0.645,84.7,6530.0,750.0,0.249,5.97,0.25,645.0,33.5,0.4,2.73,95.0,7.0,0.261,0.454,0.98,9.5,0.36,v1,50.4,0.41,44.0,61.6,0.35,57099.0,6.53,0.762,v2,1
3.72,51906.0,14.2,0.64,90690.0,0.168,76.4,94.0,4.7,9.3,52.2,v2,0.625,79.8,6386.0,808.0,0.747,6.16,0.37,288.0,26.0,0.25,1.27,97.2,8.06,0.168,0.609,0.87,9.44,0.62,v2,55.9,0.46,72.9,65.7,0.53,54771.0,7.91,0.839,v3,0
2.66,55426.0,34.0,1.84,24175.0,0.498,74.6,52.0,4.4,3.5,51.7,v1,0.54,77.6,7141.0,766.0,0.609,5.91,0.15,815.0,29.0,0.41,2.64,93.5,7.93,0.725,0.615,0.59,8.34,0.29,v2,61.6,0.45,65.7,60.0,0.62,51823.0,7.75,0.761,v1,1
2.01,55125.0,13.5,1.83,21986.0,0.166,78.9,54.0,4.63,9.3,50.5,v2,0.611,95.5,4618.0,777.0,0.371,5.77,0.7,484.0,33.1,0.15,0.41,81.4,6.77,0.736,0.625,0.85,9.39,0.62,v1,55.4,0.37,18.7,61.6,0.39,85719.0,6.98,0.737,v2,0
2.4,54087.0,14.6,2.11,58757.0,0.315,79.1,57.0,4.26,5.3,54.2,v2,0.856,85.7,5181.0,773.0,0.305,5.98,0.21,775.0,32.4,0.15,2.97,79.6,6.7,0.609,0.461,0.44,9.4,0.53,v1,57.1,0.43,27.8,72.5,0.33,14499.0,7.39,0.728,v2,0
3.52,55383.0,41.8,1.12,39792.0,0.191,76.8,87.0,4.52,8.8,53.6,v2,0.683,87.9,6865.0,800.0,0.571,4.84,0.66,520.0,24.3,0.29,3.59,94.3,7.95,0.227,0.593,0.88,9.11,0.62,v1,57.7,0.58,70.7,62.3,0.89,82709.0,7.55,0.745,v3,0
3.5,46456.0,38.9,3.31,79868.0,0.17,77.8,78.0,4.53,4.0,51.8,v2,0.562,97.3,6490.0,809.0,0.648,5.06,0.24,618.0,33.6,0.23,1.92,85.7,7.0,0.398,0.615,0.44,9.05,0.22,v2,47.7,0.53,70.0,56.5,0.76,59027.0,7.22,0.756,v2,0
3.4,46412.0,22.7,2.11,52147.0,0.166,72.1,93.0,4.42,5.2,52.1,v2,0.688,82.1,6033.0,760.0,0.644,6.32,0.48,814.0,24.1,0.23,2.55,95.8,7.78,0.256,0.328,0.6,8.77,0.31,v2,55.3,0.48,23.8,58.5,0.67,16775.0,7.58,0.754,v2,0
3.35,55147.0,21.8,0.68,96975.0,0.437,75.5,76.0,4.63,7.0,50.2,v1,0.697,90.3,5365.0,780.0,0.65,6.1,0.5,775.0,28.7,0.27,3.24,89.7,6.8,0.128,0.534,0.63,9.11,0.45,v2,53.7,0.44,75.9,70.8,0.63,22243.0,6.6,0.739,v2,0
2.63,49863.0,39.8,3.32,62755.0,0.258,72.9,78.0,4.26,9.3,55.4,v1,0.695,78.3,6212.0,760.0,0.233,4.21,0.3,608.0,26.4,0.29,2.11,74.5,6.81,0.245,0.456,0.96,9.59,0.25,v2,61.5,0.63,65.9,65.5,0.63,26104.0,7.38,0.816,v3,1
3.56,52875.0,33.9,2.44,84334.0,0.316,79.5,70.0,4.66,7.5,53.0,v2,0.745,98.1,5205.0,742.0,0.617,5.7,0.3,817.0,26.5,0.16,0.89,81.2,8.54,0.172,0.345,0.65,9.08,0.26,v1,56.6,0.5,18.6,65.5,0.33,58275.0,7.25,0.684,v1,0
1.23,55035.0,41.9,2.66,23996.0,0.152,73.4,91.0,4.34,7.5,50.9,v1,0.678,39.5,6402.0,747.0,0.585,6.08,0.46,823.0,26.9,0.37,3.63,94.7,6.91,0.272,0.327,0.64,9.53,0.21,v2,59.2,0.42,61.9,71.1,0.88,22549.0,6.35,0.742,v1,0
3.5,55193.0,27.7,0.55,66080.0,0.442,79.1,72.0,4.43,7.8,52.1,v1,0.648,76.1,4183.0,758.0,0.471,6.27,0.48,707.0,32.1,0.26,3.82,79.5,6.72,0.544,0.404,0.85,9.02,0.34,v1,49.8,0.56,63.2,56.7,0.8,33628.0,7.49,0.704,v2,0
2.99,48671.0,17.9,2.07,56003.0,0.495,81.9,82.0,4.68,3.8,50.2,v2,0.497,78.4,7038.0,791.0,0.649,5.54,0.48,608.0,24.2,0.36,1.35,92.7,7.92,0.192,0.557,0.79,9.43,0.62,v2,57.7,0.54,59.7,71.4,0.89,52291.0,6.96,0.742,v1,0
3.71,55878.0,36.7,1.91,59739.0,0.149,77.4,85.0,4.53,4.7,50.2,v1,0.688,95.6,4570.0,760.0,0.557,6.03,0.41,597.0,24.2,0.45,0.6,90.8,6.72,0.352,0.625,0.9,9.61,0.51,v1,51.6,0.43,63.1,71.7,0.51,50620.0,6.58,0.81,v1,0
3.4,53709.0,33.9,2.88,57340.0,0.276,84.3,94.0,4.37,4.1,52.3,v2,0.671,98.3,6729.0,747.0,0.648,3.16,0.16,816.0,34.5,0.42,4.02,76.3,7.32,0.862,0.569,0.79,9.33,0.6,v1,50.9,0.42,71.9,65.2,0.75,15197.0,7.39,0.77,v3,0
1.63,48262.0,34.6,1.83,28128.0,0.168,74.5,93.0,4.38,7.4,55.7,v2,0.694,80.8,4168.0,740.0,0.583,4.87,0.61,352.0,27.9,0.29,3.13,79.3,6.93,0.954,0.46,0.56,9.21,0.62,v2,61.2,0.54,66.6,71.7,0.88,46242.0,7.15,0.77,v3,0
3.12,56640.0,14.4,2.05,82676.0,0.497,77.4,82.0,4.7,5.8,50.2,v1,0.644,96.9,6259.0,743.0,0.249,5.87,0.35,595.0,24.1,0.3,1.43,89.9,6.9,0.667,0.619,0.75,9.04,0.22,v1,60.2,0.45,19.5,58.6,0.8,54520.0,7.9,0.797,v2,1
3.69,54020.0,42.9,0.77,92663.0,0.315,77.7,94.0,4.61,6.3,54.7,v1,0.644,47.9,4421.0,807.0,0.442,6.27,0.58,797.0,29.2,0.3,3.2,91.4,6.85,0.532,0.517,0.9,9.46,0.57,v2,50.1,0.55,71.1,57.1,0.67,56368.0,7.99,0.736,v1,0
1.9,46959.0,32.0,2.3,93394.0,0.357,77.5,93.0,4.44,4.8,51.1,v1,0.684,84.9,6212.0,755.0,0.643,6.12,0.66,802.0,24.1,0.3,3.75,87.3,7.42,0.893,0.624,0.98,9.77,0.25,v2,58.1,0.42,21.3,70.8,0.51,53568.0,7.2,0.741,v2,0
1.5,50286.0,39.8,3.01,23970.0,0.316,73.8,86.0,4.38,3.5,51.8,v2,0.645,86.7,6015.0,806.0,0.65,6.0,0.19,289.0,27.0,0.26,3.33,86.4,6.9,0.182,0.622,0.5,9.05,0.62,v2,58.8,0.45,75.5,57.1,0.51,24776.0,6.75,0.76,v1,0
3.5,54963.0,36.4,2.19,87017.0,0.172,76.5,82.0,4.6,6.2,50.2,v1,0.806,84.1,6222.0,762.0,0.526,6.34,0.7,608.0,27.2,0.24,3.98,99.2,6.69,0.303,0.334,0.84,9.31,0.34,v1,50.2,0.62,62.8,63.6,0.2,20389.0,6.36,0.847,v2,0
2.45,55632.0,44.4,2.21,28077.0,0.316,78.1,67.0,4.61,4.6,55.6,v2,0.644,77.6,7401.0,777.0,0.241,6.0,0.59,585.0,24.2,0.46,2.02,96.6,6.95,0.106,0.525,0.46,9.72,0.4,v2,53.3,0.34,59.6,60.1,0.63,58790.0,6.72,0.749,v2,0
3.19,46097.0,51.3,1.93,23603.0,0.201,84.3,94.0,4.67,8.3,51.1,v2,0.609,77.8,4404.0,760.0,0.648,3.94,0.68,748.0,31.1,0.39,3.32,89.5,7.66,0.119,0.368,0.55,9.03,0.43,v1,59.8,0.42,49.4,71.1,0.21,67512.0,7.26,0.727,v2,0
3.6,51123.0,40.7,2.44,88066.0,0.308,71.4,58.0,4.56,5.6,52.5,v2,0.49,80.4,6663.0,764.0,0.72,6.26,0.36,813.0,26.6,0.19,3.5,85.8,7.24,0.131,0.405,0.58,9.12,0.23,v1,48.9,0.35,21.1,69.2,0.48,43166.0,8.15,0.725,v1,0
2.0,52804.0,26.8,2.99,73888.0,0.316,71.0,73.0,4.53,8.6,53.4,v1,0.794,55.3,7513.0,771.0,0.267,5.96,0.38,512.0,25.0,0.23,2.08,78.6,6.85,0.167,0.463,0.46,9.06,0.26,v1,59.2,0.42,45.7,55.0,0.45,42371.0,6.54,0.769,v3,0
1.98,54002.0,45.6,0.75,32222.0,0.189,72.5,73.0,4.6,7.9,51.4,v1,0.649,77.2,4528.0,797.0,0.293,6.09,0.37,699.0,24.9,0.3,4.05,98.1,7.11,0.118,0.429,0.92,9.33,0.61,v1,48.4,0.59,43.3,63.3,0.49,18273.0,7.11,0.734,v1,0
3.6,49096.0,13.4,2.07,42684.0,0.214,74.9,70.0,4.46,4.7,51.3,v2,0.625,98.1,6347.0,806.0,0.361,3.03,0.13,404.0,30.1,0.28,0.5,91.5,6.77,0.178,0.358,0.98,9.06,0.29,v1,49.7,0.43,21.1,72.7,0.64,14430.0,6.58,0.749,v1,0
1.54,56055.0,27.6,2.55,75626.0,0.276,77.8,94.0,4.64,7.4,50.2,v2,0.684,41.7,6341.0,753.0,0.608,4.09,0.66,385.0,33.9,0.47,2.57,98.7,6.96,0.458,0.479,0.95,9.54,0.27,v1,51.6,0.44,62.0,60.7,0.77,63153.0,6.58,0.824,v3,0
2.46,47460.0,36.7,1.97,24397.0,0.315,79.1,94.0,4.65,8.3,53.6,v2,0.53,62.9,5236.0,760.0,0.741,3.69,0.17,754.0,34.3,0.25,3.52,83.3,6.93,0.407,0.449,0.52,8.77,0.41,v1,54.1,0.45,66.4,70.7,0.33,52895.0,6.79,0.77,v3,0
3.68,53061.0,39.7,1.91,20822.0,0.496,72.1,93.0,4.66,5.5,53.2,v1,0.863,98.6,5372.0,808.0,0.648,3.88,0.18,757.0,25.0,0.34,3.24,76.6,7.01,0.602,0.6,0.64,9.08,0.62,v1,58.6,0.62,77.0,62.8,0.72,24426.0,6.58,0.751,v2,0
3.66,56614.0,51.4,1.92,58562.0,0.444,77.6,88.0,4.36,8.8,50.2,v2,0.69,83.6,4550.0,749.0,0.233,4.02,0.43,811.0,24.5,0.29,2.39,70.2,7.68,0.272,0.504,0.92,9.12,0.23,v2,61.1,0.42,60.6,56.2,0.33,52733.0,6.67,0.69,v1,0
1.78,53840.0,17.2,1.5,19541.0,0.404,83.3,93.0,4.23,9.3,52.0,v1,0.682,95.6,5090.0,744.0,0.602,6.33,0.37,812.0,27.8,0.25,2.36,90.5,6.86,0.139,0.545,0.39,9.09,0.33,v2,59.5,0.51,32.7,60.6,0.64,81539.0,8.16,0.732,v2,0
2.82,47288.0,16.5,2.63,55674.0,0.152,72.5,79.0,4.68,8.8,54.3,v2,0.864,87.4,5135.0,809.0,0.636,6.05,0.51,629.0,33.8,0.17,2.97,76.9,6.94,0.778,0.483,0.71,9.78,0.62,v2,54.3,0.38,19.2,57.2,0.84,26955.0,7.41,0.757,v1,0
1.58,54395.0,25.8,0.35,64942.0,0.178,81.1,83.0,4.32,8.6,50.8,v1,0.598,66.7,4358.0,769.0,0.249,3.86,0.64,819.0,24.2,0.27,1.68,99.1,6.78,0.244,0.352,0.92,9.33,0.24,v1,61.7,0.57,56.6,70.3,0.24,28636.0,7.05,0.699,v3,0
3.22,54457.0,40.0,1.9,23457.0,0.316,77.4,72.0,4.41,4.0,52.3,v2,0.864,91.8,6986.0,749.0,0.56,4.65,0.16,534.0,24.3,0.44,0.54,72.9,6.98,0.141,0.601,0.79,9.07,0.45,v1,61.1,0.37,50.7,60.4,0.71,53347.0,6.6,0.761,v2,1
2.91,56549.0,37.9,0.28,84408.0,0.171,82.7,52.0,4.6,8.9,50.5,v2,0.573,98.2,7222.0,782.0,0.637,5.86,0.41,815.0,25.4,0.32,2.05,76.0,6.88,0.509,0.607,0.4,9.4,0.57,v2,62.1,0.48,59.7,71.3,0.64,16458.0,8.33,0.722,v3,0
1.48,45980.0,39.7,0.99,67661.0,0.147,76.6,53.0,4.35,7.1,52.2,v1,0.864,98.6,5073.0,748.0,0.482,3.97,0.4,603.0,27.3,0.46,0.91,80.8,6.96,0.238,0.34,0.64,9.26,0.22,v1,58.2,0.42,26.7,62.0,0.33,21526.0,7.05,0.771,v3,0
3.44,52431.0,28.7,2.08,24160.0,0.153,77.5,89.0,4.54,8.4,50.2,v2,0.618,75.6,4527.0,794.0,0.251,4.57,0.67,608.0,24.3,0.27,1.01,86.9,6.68,0.161,0.376,0.96,8.42,0.62,v1,59.7,0.45,29.9,60.3,0.38,53500.0,6.58,0.818,v3,0
3.38,55883.0,39.7,2.07,42188.0,0.165,76.3,90.0,4.6,5.4,54.0,v1,0.625,77.7,7262.0,762.0,0.548,4.94,0.63,822.0,31.4,0.46,1.38,79.4,7.01,0.203,0.506,0.94,9.1,0.61,v2,61.7,0.39,65.5,71.8,0.62,53035.0,6.25,0.731,v2,0
3.01,46223.0,21.3,1.26,35710.0,0.194,71.8,90.0,4.39,9.2,50.2,v2,0.695,80.3,7523.0,763.0,0.806,5.26,0.16,821.0,25.3,0.26,0.43,65.9,6.96,0.161,0.603,0.88,9.47,0.24,v2,56.9,0.45,21.0,56.7,0.88,69126.0,7.55,0.761,v1,1
3.7,53927.0,51.2,1.85,57476.0,0.156,77.2,69.0,4.64,5.0,51.1,v2,0.675,35.6,6386.0,807.0,0.25,6.18,0.13,637.0,30.5,0.15,3.4,64.4,8.16,0.201,0.342,0.95,9.8,0.31,v2,50.3,0.42,70.2,70.4,0.24,57782.0,6.59,0.692,v1,0
1.94,46287.0,16.1,2.25,28165.0,0.441,74.4,78.0,4.42,5.1,50.2,v2,0.652,98.0,6538.0,745.0,0.58,5.87,0.37,813.0,24.3,0.29,1.04,74.1,7.96,0.192,0.585,0.86,9.76,0.45,v2,58.7,0.45,40.5,60.0,0.8,40822.0,7.31,0.772,v1,0
3.17,55089.0,39.9,1.61,49982.0,0.495,71.1,84.0,4.67,4.9,55.0,v2,0.863,70.5,5350.0,796.0,0.247,3.05,0.48,608.0,24.7,0.44,2.39,80.9,8.25,0.287,0.435,0.66,9.85,0.44,v2,58.2,0.37,23.2,61.9,0.56,65679.0,6.59,0.729,v2,0
1.95,53273.0,18.8,2.12,24339.0,0.41,72.5,94.0,4.59,4.0,50.2,v1,0.864,96.2,4585.0,810.0,0.253,6.01,0.13,602.0,28.9,0.17,2.11,88.6,6.84,0.262,0.345,0.92,9.21,0.25,v1,61.5,0.44,49.2,64.1,0.74,61257.0,8.27,0.791,v3,0
2.18,46911.0,21.0,1.85,95645.0,0.199,78.3,93.0,4.46,8.8,50.6,v1,0.863,82.1,4346.0,761.0,0.834,3.61,0.17,819.0,32.7,0.26,3.9,82.1,7.01,0.576,0.494,0.93,9.34,0.23,v1,48.7,0.45,19.6,70.7,0.73,23271.0,8.06,0.743,v2,0
1.19,55817.0,37.4,1.84,19714.0,0.244,78.7,67.0,4.64,9.1,50.5,v1,0.646,78.4,4267.0,810.0,0.669,4.79,0.44,817.0,25.4,0.15,1.87,77.4,6.98,0.177,0.617,0.86,8.77,0.29,v1,47.9,0.5,59.4,72.6,0.39,20290.0,6.59,0.789,v3,0
3.5,56190.0,36.6,2.65,44323.0,0.435,74.1,87.0,4.62,5.5,51.7,v2,0.661,79.3,6203.0,740.0,0.623,5.8,0.46,652.0,30.4,0.16,2.83,84.7,6.9,0.634,0.626,0.45,9.83,0.31,v1,58.7,0.42,65.8,63.5,0.63,24982.0,7.2,0.735,v1,0
2.12,47762.0,37.0,2.12,23899.0,0.315,77.9,80.0,4.42,9.5,50.7,v2,0.864,79.9,6481.0,764.0,0.357,6.06,0.69,813.0,23.9,0.23,1.73,91.4,6.83,0.286,0.493,0.74,9.13,0.31,v2,51.3,0.44,27.9,66.6,0.83,74839.0,7.6,0.841,v1,0
3.02,46549.0,13.0,1.9,54254.0,0.166,79.1,51.0,4.7,8.5,52.4,v1,0.648,90.1,4709.0,756.0,0.78,3.19,0.47,611.0,27.1,0.44,1.15,86.4,7.46,0.136,0.329,0.54,9.04,0.6,v2,60.0,0.41,76.1,64.8,0.34,36715.0,7.5,0.683,v1,0
3.62,49826.0,32.8,2.92,23966.0,0.158,72.4,71.0,4.43,3.7,55.0,v2,0.863,78.2,4861.0,776.0,0.24,4.86,0.63,815.0,30.8,0.29,3.43,78.6,7.07,0.231,0.526,0.96,9.06,0.62,v2,58.8,0.44,65.3,56.0,0.59,37592.0,7.22,0.704,v2,0
3.48,47742.0,44.0,1.75,38587.0,0.495,77.9,85.0,4.37,8.3,50.2,v1,0.609,46.1,6728.0,809.0,0.642,6.04,0.51,729.0,26.3,0.41,1.76,92.3,7.54,0.128,0.366,0.98,9.41,0.62,v2,52.6,0.37,42.7,58.9,0.63,70393.0,8.36,0.807,v1,0
2.01,46985.0,45.9,2.77,58849.0,0.175,75.2,82.0,4.25,6.7,50.5,v1,0.864,74.2,5209.0,744.0,0.257,5.95,0.27,695.0,29.6,0.3,1.18,78.3,7.28,0.251,0.623,0.6,9.04,0.62,v2,62.2,0.43,27.7,57.5,0.83,77601.0,7.39,0.75,v2,0
3.29,55018.0,15.0,0.69,77721.0,0.164,77.7,93.0,4.6,8.4,52.7,v2,0.691,68.3,7393.0,762.0,0.253,4.6,0.16,743.0,24.2,0.18,3.57,94.6,6.92,0.961,0.438,0.91,9.06,0.44,v2,61.1,0.42,19.3,70.7,0.54,51900.0,8.04,0.773,v2,0
3.44,56700.0,40.0,1.53,87571.0,0.252,71.4,53.0,4.23,7.0,55.7,v1,0.661,62.6,4998.0,774.0,0.648,6.21,0.4,604.0,25.6,0.26,4.06,97.8,7.15,0.843,0.422,0.95,9.5,0.35,v1,62.2,0.48,67.9,59.6,0.36,75126.0,7.51,0.735,v2,1
3.43,51330.0,26.5,2.41,21429.0,0.313,77.2,75.0,4.49,4.8,50.2,v1,0.677,42.5,6747.0,762.0,0.65,3.03,0.52,747.0,25.2,0.24,4.04,93.0,7.12,0.236,0.542,0.56,9.07,0.41,v2,54.1,0.42,60.2,56.8,0.71,56763.0,7.33,0.694,v3,0
1.49,51526.0,22.0,2.12,20796.0,0.166,78.2,82.0,4.61,5.2,51.1,v1,0.692,79.9,6117.0,795.0,0.238,6.17,0.16,661.0,25.2,0.27,1.14,90.4,7.58,0.524,0.615,0.67,9.61,0.25,v2,59.0,0.47,18.8,63.4,0.87,27774.0,8.28,0.726,v1,0
3.58,50402.0,42.8,2.05,43892.0,0.346,78.8,68.0,4.43,3.6,52.2,v1,0.681,79.9,5151.0,785.0,0.65,5.51,0.68,705.0,28.3,0.47,0.57,81.5,6.78,0.881,0.464,0.84,9.35,0.45,v2,52.4,0.4,59.9,59.7,0.62,31988.0,7.1,0.725,v3,0
1.97,55414.0,37.0,2.09,72844.0,0.381,78.6,69.0,4.48,7.0,54.8,v1,0.648,82.6,5955.0,771.0,0.398,6.31,0.15,822.0,24.0,0.26,1.69,88.8,7.75,0.367,0.491,0.83,8.27,0.29,v1,50.4,0.42,40.4,67.5,0.64,46689.0,6.66,0.745,v2,0
3.7,46690.0,39.9,0.63,58906.0,0.218,73.3,57.0,4.44,8.8,50.5,v1,0.647,74.7,5007.0,745.0,0.377,3.97,0.54,609.0,24.5,0.27,4.17,83.8,6.97,0.106,0.333,0.63,9.1,0.41,v1,62.2,0.6,27.9,72.4,0.3,19809.0,7.65,0.77,v1,0
3.2,55647.0,44.7,2.08,52321.0,0.181,77.9,52.0,4.62,5.7,52.5,v1,0.649,86.1,4163.0,749.0,0.646,3.31,0.62,822.0,24.7,0.19,2.97,73.2,7.29,0.275,0.438,0.65,9.85,0.26,v1,57.7,0.39,83.6,61.9,0.81,17123.0,7.34,0.69,v3,1
3.78,50598.0,36.1,0.28,57289.0,0.316,78.8,90.0,4.33,9.5,50.3,v1,0.863,94.7,7320.0,808.0,0.643,6.32,0.5,660.0,34.2,0.26,1.38,90.9,6.79,0.841,0.625,0.7,9.03,0.36,v1,60.8,0.56,60.1,64.0,0.75,81322.0,6.61,0.695,v3,0
3.66,46257.0,17.0,2.02,21071.0,0.496,71.0,61.0,4.31,9.3,55.5,v1,0.861,68.0,6366.0,782.0,0.25,5.2,0.3,673.0,33.8,0.34,2.7,77.1,7.04,0.19,0.624,0.91,8.43,0.62,v2,52.5,0.44,59.8,62.8,0.19,21037.0,6.9,0.753,v2,0
1.94,55416.0,16.1,2.06,86879.0,0.172,71.1,77.0,4.65,4.1,50.3,v1,0.864,91.6,5475.0,747.0,0.272,4.67,0.72,430.0,24.2,0.28,1.63,76.2,6.81,0.368,0.601,0.56,9.84,0.62,v1,59.0,0.46,17.9,66.6,0.34,31255.0,7.24,0.722,v3,1
3.53,56436.0,32.2,2.13,96744.0,0.209,78.5,87.0,4.5,3.5,51.9,v1,0.863,53.7,7458.0,801.0,0.517,5.02,0.38,811.0,25.2,0.2,2.61,87.5,7.06,0.695,0.335,0.87,9.04,0.21,v2,47.8,0.53,22.6,63.2,0.89,21352.0,7.67,0.734,v3,0
2.92,51816.0,32.9,0.28,27220.0,0.166,73.4,93.0,4.55,8.7,52.8,v2,0.68,74.7,6304.0,781.0,0.695,5.98,0.37,653.0,26.3,0.25,3.52,77.4,7.0,0.285,0.623,0.96,9.07,0.41,v1,61.9,0.48,37.4,58.1,0.81,84670.0,7.29,0.761,v3,1
3.36,46298.0,39.2,1.85,21126.0,0.167,71.6,93.0,4.61,8.9,50.8,v2,0.693,75.2,4397.0,803.0,0.632,3.26,0.39,317.0,29.2,0.23,3.51,75.7,7.45,0.277,0.618,0.94,9.71,0.27,v2,49.5,0.5,59.6,66.1,0.89,57941.0,6.58,0.694,v1,0
2.4,54406.0,33.6,2.25,85255.0,0.495,75.7,66.0,4.65,4.9,50.2,v1,0.688,78.6,5888.0,802.0,0.259,5.68,0.36,802.0,30.3,0.45,0.45,78.4,7.94,0.158,0.619,0.82,9.08,0.62,v2,59.8,0.45,72.1,61.6,0.76,16663.0,7.0,0.787,v1,0
1.28,46163.0,35.0,0.89,60143.0,0.315,73.7,90.0,4.35,9.1,50.2,v2,0.65,98.7,5977.0,744.0,0.316,6.2,0.13,567.0,33.3,0.3,3.66,94.3,6.94,0.6,0.525,0.84,9.2,0.28,v1,52.1,0.49,21.2,61.9,0.85,24804.0,7.03,0.848,v2,0
2.34,55194.0,35.7,0.65,78407.0,0.309,71.4,70.0,4.49,5.2,55.4,v2,0.674,94.6,6338.0,757.0,0.455,4.7,0.37,820.0,28.5,0.23,0.45,97.9,7.03,0.537,0.522,0.84,9.05,0.6,v2,61.8,0.47,25.6,72.0,0.27,17107.0,6.84,0.749,v2,0
3.63,46415.0,27.8,2.94,87679.0,0.316,71.5,68.0,4.26,8.3,50.3,v2,0.593,81.9,4838.0,745.0,0.242,6.09,0.68,378.0,24.9,0.28,4.08,67.9,8.47,0.347,0.328,0.45,9.42,0.58,v2,58.7,0.48,18.3,56.4,0.29,52725.0,6.3,0.737,v1,0
3.61,54628.0,44.9,2.81,23939.0,0.163,71.5,62.0,4.65,8.5,54.3,v1,0.549,95.4,4344.0,777.0,0.681,3.44,0.65,602.0,29.2,0.28,3.41,78.7,6.89,0.748,0.622,0.94,9.07,0.52,v2,58.6,0.4,65.9,58.9,0.78,61676.0,6.59,0.689,v3,0
3.62,54517.0,26.4,1.88,41014.0,0.497,81.5,71.0,4.68,8.6,51.1,v1,0.686,76.1,6780.0,780.0,0.362,6.22,0.36,666.0,25.1,0.2,4.12,70.4,6.73,0.156,0.472,0.9,9.16,0.62,v1,50.2,0.4,24.8,69.4,0.68,55015.0,7.53,0.84,v3,0
3.75,56163.0,51.3,1.83,31965.0,0.151,77.0,84.0,4.59,7.1,50.2,v2,0.665,96.6,7309.0,747.0,0.642,3.36,0.14,746.0,25.0,0.26,2.71,80.0,6.81,0.36,0.618,0.84,9.05,0.3,v1,60.9,0.61,60.6,54.8,0.33,41927.0,7.13,0.732,v1,0
1.91,53711.0,14.2,2.56,85077.0,0.17,84.4,72.0,4.67,7.6,50.6,v2,0.664,87.7,6196.0,760.0,0.308,5.89,0.38,820.0,26.0,0.28,0.88,88.9,6.88,0.154,0.507,0.89,9.86,0.46,v1,52.7,0.44,67.0,64.8,0.78,28735.0,6.59,0.754,v2,0
3.82,56570.0,39.6,1.14,21045.0,0.162,78.9,82.0,4.65,4.8,50.9,v2,0.552,43.4,4625.0,761.0,0.251,3.48,0.49,819.0,29.2,0.41,1.17,94.5,6.91,0.138,0.364,0.89,9.08,0.52,v2,59.7,0.45,65.4,64.5,0.32,56663.0,6.58,0.764,v2,0
3.06,54992.0,12.3,2.95,74642.0,0.148,74.4,72.0,4.68,8.0,50.2,v2,0.659,77.1,7486.0,801.0,0.641,6.17,0.73,811.0,24.5,0.28,1.41,90.1,6.93,0.099,0.447,0.58,9.06,0.62,v2,59.1,0.59,18.7,67.8,0.58,15712.0,7.19,0.784,v1,1
3.88,50277.0,43.9,2.67,57364.0,0.166,77.9,72.0,4.45,8.3,51.2,v1,0.66,83.0,6692.0,742.0,0.85,3.56,0.69,414.0,28.0,0.24,2.05,95.8,7.05,0.586,0.62,0.77,9.13,0.62,v2,59.3,0.43,63.7,70.6,0.68,46468.0,8.23,0.771,v1,0
3.8,48504.0,51.3,1.35,57521.0,0.492,77.8,68.0,4.45,5.3,52.7,v2,0.633,95.2,6550.0,804.0,0.647,3.07,0.43,603.0,26.9,0.3,1.13,89.8,7.61,0.32,0.602,0.93,9.64,0.21,v2,48.7,0.42,23.0,58.6,0.48,16037.0,7.55,0.763,v1,0
3.56,55038.0,27.1,1.83,24274.0,0.196,74.4,83.0,4.42,7.5,50.2,v2,0.635,82.0,4342.0,803.0,0.252,3.37,0.48,260.0,24.4,0.27,3.61,75.9,6.91,0.603,0.533,0.42,9.13,0.4,v2,58.1,0.43,72.2,71.0,0.55,58718.0,7.55,0.834,v2,0
3.63,51344.0,29.5,1.91,24099.0,0.154,76.9,94.0,4.66,3.8,51.1,v1,0.536,76.7,4274.0,804.0,0.527,6.35,0.38,781.0,34.0,0.45,3.91,70.6,6.79,0.859,0.457,0.59,9.64,0.29,v1,60.6,0.44,56.2,62.4,0.34,54232.0,6.2,0.767,v3,0
3.8,53989.0,39.5,2.41,89932.0,0.149,72.7,52.0,4.7,8.2,50.2,v1,0.864,74.6,4716.0,770.0,0.457,3.11,0.53,244.0,30.5,0.47,1.27,83.7,7.83,0.37,0.606,0.92,9.06,0.23,v1,59.1,0.4,66.5,71.6,0.82,30380.0,6.6,0.767,v1,1
