V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
1.0,3.0,v1,v3,0.04,v1,1.0,2.0,v3,2.0,47109.0,v1,v2,v5,v4,0.48,397.0,37.1,v1,38.0,79.0,0.827,186.0,0.0,v2,1.0,416.0,1.0,0.943,673.0,v2,0.596,640.0,v2,6495.0,0.137,v5,v2,v2,v2,0.0,5853.0,0.0,v3,7.67,1.0,v2,v3,v2,1.0,v3,3.0,5.16,1.0,v4,v1,v2,v3,54618.0,6461.0,42.8,1.0,45.8,v2,0.0,v1,18530.0,v3,v2,6.56,2.0,5744.0,0.37,6154.0,1.0,71.0,79.0,2.0,v5,0.0,v4,6.14,v2,v2,51.7,6.92,1.0,670.0,v4,v2,2.0,v1,v1,1.0,5611.0,v5,v1,v3,v2,v4,1
1.0,0.0,v4,v4,0.14,v2,0.0,3.0,v4,0.0,89235.0,v3,v2,v4,v2,0.45,893.0,36.4,v2,62.0,71.6,0.949,218.0,0.0,v3,1.0,464.0,4.0,0.916,752.0,v1,0.612,649.0,v4,5776.0,0.183,v3,v3,v4,v1,1.0,6243.0,4.0,v5,8.19,0.0,v1,v3,v6,0.0,v1,0.0,3.75,1.0,v5,v4,v1,v3,49268.0,6004.0,49.0,0.0,29.7,v3,0.0,v1,19309.0,v3,v2,6.62,0.0,6134.0,0.62,6425.0,1.0,62.0,79.1,1.0,v1,0.0,v3,5.52,v2,v2,44.4,3.39,0.0,682.0,v5,v3,0.0,v2,v2,1.0,5366.0,v2,v1,v5,v1,v5,0
0.0,4.0,v5,v4,0.06,v2,1.0,1.0,v3,0.0,37566.0,v1,v2,v1,v6,0.45,773.0,25.3,v1,42.0,73.5,0.83,212.0,0.0,v2,1.0,331.0,3.0,0.943,547.0,v2,0.592,648.0,v5,4461.0,0.712,v5,v2,v5,v2,3.0,6217.0,4.0,v5,7.51,3.0,v2,v3,v3,1.0,v2,2.0,5.83,0.0,v2,v4,v1,v1,58242.0,5814.0,13.8,1.0,45.0,v1,2.0,v1,13535.0,v2,v4,5.92,2.0,5868.0,0.33,2971.0,0.0,72.0,80.9,3.0,v5,1.0,v3,4.03,v2,v2,57.6,4.3,1.0,437.0,v2,v1,1.0,v2,v2,0.0,5184.0,v4,v2,v5,v2,v2,1
1.0,2.0,v2,v4,0.04,v3,1.0,0.0,v1,0.0,31664.0,v2,v2,v3,v4,0.26,786.0,31.4,v2,62.0,77.7,0.924,282.0,0.0,v1,1.0,460.0,1.0,0.938,574.0,v2,0.613,649.0,v2,4448.0,0.878,v3,v3,v3,v2,1.0,6124.0,2.0,v3,7.33,0.0,v6,v3,v1,1.0,v2,2.0,3.92,0.0,v4,v3,v1,v1,46500.0,5838.0,45.6,0.0,31.4,v4,1.0,v1,19498.0,v2,v4,6.94,1.0,7343.0,0.64,3567.0,2.0,74.0,80.0,2.0,v4,1.0,v1,3.36,v3,v2,50.3,7.25,3.0,476.0,v2,v1,1.0,v2,v2,0.0,5300.0,v1,v2,v6,v1,v1,1
1.0,0.0,v1,v1,0.3,v1,1.0,3.0,v4,3.0,71943.0,v1,v2,v1,v2,0.39,778.0,27.7,v1,42.0,69.8,0.907,221.0,4.0,v2,0.0,417.0,3.0,0.932,863.0,v2,0.452,606.0,v4,5608.0,0.553,v4,v3,v1,v1,1.0,5404.0,3.0,v1,7.46,3.0,v4,v3,v1,0.0,v3,3.0,6.02,0.0,v1,v5,v2,v2,50598.0,6597.0,50.6,1.0,45.8,v5,1.0,v2,19575.0,v1,v4,6.62,3.0,5971.0,0.17,2256.0,2.0,90.0,80.6,3.0,v2,0.0,v3,5.41,v3,v1,44.3,5.25,2.0,438.0,v1,v2,0.0,v1,v1,1.0,5522.0,v3,v1,v1,v1,v4,1
0.0,1.0,v5,v4,0.06,v2,1.0,1.0,v4,1.0,71917.0,v3,v2,v5,v1,0.22,287.0,33.3,v2,41.0,76.3,0.885,235.0,2.0,v2,0.0,434.0,2.0,0.927,811.0,v2,0.592,605.0,v3,5415.0,0.551,v1,v3,v3,v2,2.0,6234.0,1.0,v2,8.34,3.0,v2,v3,v2,1.0,v2,2.0,6.92,0.0,v1,v5,v3,v2,52430.0,6451.0,84.7,0.0,36.7,v1,2.0,v2,17306.0,v4,v1,6.56,3.0,6671.0,0.55,2355.0,2.0,70.0,79.1,2.0,v4,1.0,v3,4.14,v3,v2,46.3,3.75,2.0,384.0,v5,v3,2.0,v1,v2,0.0,5538.0,v4,v1,v4,v2,v2,1
1.0,2.0,v5,v2,0.44,v1,0.0,1.0,v2,3.0,71927.0,v3,v1,v5,v2,0.26,841.0,33.8,v2,57.0,81.2,0.892,227.0,3.0,v2,1.0,346.0,3.0,0.938,660.0,v1,0.637,658.0,v5,4633.0,0.732,v2,v3,v3,v2,1.0,7304.0,2.0,v3,7.75,2.0,v3,v2,v3,0.0,v4,2.0,6.94,0.0,v1,v2,v2,v1,60187.0,5790.0,49.3,0.0,30.5,v1,0.0,v2,22046.0,v4,v2,5.57,1.0,6714.0,0.57,3848.0,1.0,70.0,83.0,3.0,v2,1.0,v3,5.42,v1,v1,53.0,7.5,0.0,444.0,v4,v1,2.0,v1,v1,1.0,5580.0,v3,v1,v3,v1,v5,1
0.0,1.0,v4,v1,0.42,v2,1.0,3.0,v1,3.0,90753.0,v1,v2,v2,v4,0.42,314.0,33.6,v2,60.0,75.3,0.848,251.0,2.0,v4,1.0,440.0,0.0,0.935,700.0,v2,0.611,599.0,v5,4319.0,0.389,v4,v4,v1,v1,2.0,6296.0,0.0,v4,7.73,3.0,v1,v1,v5,0.0,v4,1.0,5.1,1.0,v3,v1,v2,v2,52573.0,6798.0,18.2,0.0,33.1,v1,1.0,v1,20197.0,v4,v4,6.79,1.0,6791.0,0.69,2368.0,0.0,74.0,79.0,2.0,v3,1.0,v1,3.46,v2,v2,49.0,7.43,1.0,472.0,v1,v3,0.0,v2,v1,1.0,5446.0,v1,v1,v1,v2,v1,0
0.0,0.0,v5,v4,0.24,v3,0.0,0.0,v3,3.0,31354.0,v3,v1,v5,v4,0.57,683.0,31.0,v1,50.0,76.3,0.82,216.0,2.0,v1,1.0,459.0,0.0,0.935,879.0,v1,0.605,649.0,v2,3999.0,0.794,v3,v4,v5,v1,2.0,6483.0,4.0,v3,7.33,3.0,v6,v3,v2,2.0,v2,1.0,7.28,1.0,v4,v5,v3,v1,57020.0,5647.0,47.9,0.0,41.6,v4,0.0,v1,19405.0,v5,v3,5.58,0.0,7282.0,0.38,4897.0,0.0,79.0,81.3,2.0,v4,0.0,v2,4.13,v2,v1,44.3,4.41,3.0,706.0,v4,v1,2.0,v1,v2,0.0,5880.0,v3,v1,v3,v2,v1,0
1.0,4.0,v4,v3,0.24,v3,0.0,2.0,v4,0.0,39267.0,v1,v2,v3,v1,0.3,892.0,37.2,v1,42.0,72.5,0.924,212.0,4.0,v1,0.0,435.0,4.0,0.933,699.0,v1,0.606,647.0,v6,4052.0,0.858,v1,v4,v1,v2,0.0,6400.0,4.0,v1,7.78,0.0,v3,v1,v4,1.0,v3,0.0,4.66,0.0,v4,v5,v1,v1,45167.0,6394.0,52.7,1.0,60.5,v5,0.0,v2,20386.0,v2,v3,5.57,2.0,6517.0,0.58,6518.0,0.0,64.0,84.3,4.0,v4,0.0,v1,3.75,v2,v2,61.9,4.83,2.0,661.0,v1,v3,0.0,v1,v1,0.0,6112.0,v5,v3,v2,v1,v5,0
0.0,0.0,v4,v1,0.04,v1,1.0,3.0,v1,1.0,39938.0,v1,v1,v1,v1,0.51,857.0,33.6,v1,28.0,84.1,0.899,255.0,3.0,v4,1.0,339.0,1.0,0.934,879.0,v2,0.458,603.0,v5,5770.0,0.465,v3,v2,v4,v2,0.0,7298.0,1.0,v4,7.29,2.0,v4,v1,v1,1.0,v3,3.0,4.94,1.0,v1,v4,v3,v3,48564.0,5802.0,51.5,1.0,60.1,v1,2.0,v1,17157.0,v4,v1,6.59,2.0,6551.0,0.64,2438.0,0.0,69.0,79.1,5.0,v2,0.0,v4,6.5,v3,v1,44.5,5.3,0.0,670.0,v5,v1,0.0,v2,v2,1.0,5537.0,v4,v2,v1,v1,v1,1
0.0,4.0,v5,v4,0.2,v2,1.0,0.0,v2,3.0,72080.0,v1,v1,v2,v3,0.49,327.0,35.6,v2,59.0,77.2,0.927,186.0,2.0,v1,0.0,294.0,3.0,0.909,880.0,v2,0.633,650.0,v1,4061.0,0.176,v2,v4,v5,v2,2.0,6397.0,0.0,v5,7.4,1.0,v3,v3,v4,0.0,v3,0.0,3.66,0.0,v1,v3,v1,v3,48370.0,5779.0,24.9,0.0,61.2,v4,1.0,v2,16070.0,v3,v3,5.58,2.0,6576.0,0.47,2300.0,1.0,77.0,79.8,3.0,v4,1.0,v2,6.85,v3,v2,59.6,4.07,1.0,441.0,v2,v2,1.0,v1,v2,0.0,5671.0,v3,v2,v5,v1,v2,1
1.0,4.0,v3,v2,0.1,v1,1.0,1.0,v4,2.0,32539.0,v2,v1,v2,v3,0.19,366.0,28.3,v1,55.0,66.8,0.923,247.0,1.0,v2,1.0,307.0,3.0,0.912,558.0,v2,0.609,653.0,v2,6559.0,0.893,v5,v3,v4,v1,1.0,6401.0,2.0,v5,8.77,0.0,v1,v2,v5,2.0,v3,2.0,6.94,0.0,v5,v2,v3,v2,56154.0,6035.0,25.2,1.0,32.3,v3,0.0,v2,20218.0,v1,v2,6.93,2.0,7318.0,0.15,7685.0,1.0,68.0,79.7,2.0,v5,0.0,v3,6.53,v2,v1,57.5,7.39,0.0,886.0,v1,v2,2.0,v1,v1,1.0,5962.0,v1,v3,v4,v2,v3,0
0.0,3.0,v5,v1,0.4,v1,0.0,1.0,v4,3.0,59632.0,v2,v1,v4,v5,0.23,716.0,30.0,v1,54.0,66.0,0.86,255.0,4.0,v2,1.0,467.0,3.0,0.941,736.0,v1,0.595,613.0,v5,5304.0,0.273,v2,v4,v3,v1,3.0,6303.0,3.0,v5,8.42,2.0,v3,v1,v4,0.0,v5,2.0,5.35,0.0,v2,v1,v1,v1,52682.0,5936.0,86.7,1.0,60.2,v1,0.0,v1,20030.0,v3,v4,6.81,0.0,7341.0,0.25,2813.0,2.0,76.0,80.6,5.0,v5,0.0,v3,3.64,v3,v1,45.4,3.83,3.0,493.0,v6,v1,2.0,v2,v2,1.0,5967.0,v4,v2,v2,v2,v3,1
1.0,2.0,v6,v2,0.19,v2,1.0,1.0,v4,2.0,80935.0,v1,v1,v5,v6,0.47,275.0,33.5,v1,56.0,84.8,0.958,280.0,2.0,v1,1.0,293.0,2.0,0.932,702.0,v2,0.467,646.0,v4,5492.0,0.505,v3,v3,v5,v2,1.0,6239.0,4.0,v3,8.53,2.0,v1,v2,v6,2.0,v1,3.0,6.87,1.0,v3,v3,v3,v1,48697.0,6287.0,43.1,1.0,30.6,v4,2.0,v2,17050.0,v2,v3,6.67,1.0,5746.0,0.44,2960.0,0.0,72.0,79.1,2.0,v3,0.0,v3,6.38,v3,v1,58.0,7.4,2.0,660.0,v2,v1,0.0,v1,v1,1.0,5500.0,v4,v3,v3,v1,v2,0
0.0,3.0,v3,v3,0.21,v3,1.0,2.0,v3,0.0,93432.0,v1,v1,v4,v4,0.33,861.0,33.8,v2,27.0,67.1,0.846,192.0,4.0,v2,0.0,346.0,0.0,0.918,831.0,v1,0.616,600.0,v3,6424.0,0.642,v2,v3,v1,v2,2.0,7293.0,0.0,v1,7.3,0.0,v1,v2,v3,0.0,v4,3.0,5.61,0.0,v3,v3,v2,v2,44318.0,6588.0,51.2,0.0,29.9,v3,2.0,v2,13690.0,v4,v4,5.58,2.0,6581.0,0.15,6107.0,2.0,62.0,79.7,4.0,v5,1.0,v4,6.6,v3,v2,45.7,6.68,2.0,710.0,v2,v2,2.0,v1,v2,0.0,5810.0,v3,v2,v5,v1,v4,0
0.0,0.0,v6,v2,0.33,v2,1.0,2.0,v2,0.0,31029.0,v3,v1,v2,v3,0.12,723.0,34.4,v1,44.0,70.7,0.925,212.0,4.0,v3,0.0,466.0,3.0,0.932,878.0,v1,0.636,654.0,v2,5139.0,0.644,v4,v1,v4,v2,0.0,6345.0,1.0,v5,7.3,0.0,v4,v1,v2,1.0,v1,1.0,3.68,0.0,v1,v3,v1,v3,58995.0,6378.0,46.2,1.0,29.6,v5,2.0,v1,18130.0,v1,v4,6.61,1.0,6554.0,0.43,4773.0,0.0,92.0,81.5,5.0,v4,0.0,v4,5.54,v1,v1,44.1,6.41,2.0,655.0,v1,v1,2.0,v1,v2,1.0,5574.0,v5,v1,v1,v1,v2,1
0.0,3.0,v6,v4,0.19,v1,1.0,1.0,v1,0.0,72198.0,v3,v1,v2,v1,0.41,459.0,29.6,v1,51.0,76.3,0.848,187.0,0.0,v1,1.0,421.0,2.0,0.93,878.0,v2,0.679,637.0,v2,5904.0,0.709,v2,v1,v1,v1,3.0,7399.0,2.0,v3,7.79,3.0,v6,v2,v2,0.0,v5,2.0,6.95,1.0,v1,v1,v3,v1,69257.0,6438.0,20.0,1.0,36.3,v4,0.0,v2,22820.0,v1,v2,6.76,0.0,6856.0,0.24,2792.0,1.0,90.0,79.2,4.0,v1,0.0,v2,6.31,v2,v2,46.4,7.63,3.0,493.0,v5,v3,0.0,v2,v1,1.0,5885.0,v1,v3,v3,v1,v3,0
1.0,1.0,v2,v3,0.29,v1,1.0,3.0,v3,3.0,71939.0,v1,v2,v4,v6,0.12,865.0,37.1,v2,54.0,72.7,0.84,272.0,0.0,v2,1.0,450.0,2.0,0.938,594.0,v1,0.625,606.0,v2,3986.0,0.831,v2,v4,v3,v1,3.0,6261.0,3.0,v3,7.39,3.0,v1,v1,v2,2.0,v4,2.0,6.77,0.0,v3,v3,v3,v2,59916.0,6052.0,73.8,0.0,60.6,v1,1.0,v1,16006.0,v1,v1,5.58,1.0,6556.0,0.15,2460.0,0.0,86.0,83.7,2.0,v1,1.0,v1,4.88,v1,v2,43.6,7.37,2.0,670.0,v1,v1,1.0,v2,v2,1.0,5760.0,v1,v3,v4,v1,v5,0
1.0,1.0,v6,v1,0.17,v1,1.0,1.0,v2,1.0,92643.0,v3,v2,v3,v3,0.44,804.0,37.2,v1,55.0,67.2,0.906,199.0,2.0,v2,1.0,440.0,4.0,0.937,682.0,v2,0.616,616.0,v2,3994.0,0.527,v4,v1,v3,v2,3.0,6596.0,0.0,v2,7.8,1.0,v6,v2,v1,2.0,v5,2.0,4.23,0.0,v4,v3,v1,v2,46458.0,6287.0,47.3,0.0,34.2,v1,1.0,v1,21283.0,v4,v4,6.56,2.0,7325.0,0.58,7436.0,1.0,80.0,82.6,3.0,v1,0.0,v3,3.43,v1,v2,47.1,6.58,0.0,438.0,v6,v1,2.0,v2,v2,0.0,6115.0,v2,v1,v2,v2,v3,1
1.0,1.0,v5,v1,0.32,v3,0.0,1.0,v3,2.0,41029.0,v3,v2,v4,v4,0.43,768.0,24.7,v2,33.0,68.5,0.898,248.0,3.0,v3,0.0,422.0,4.0,0.943,877.0,v2,0.63,647.0,v2,5098.0,0.268,v4,v2,v4,v2,0.0,7283.0,3.0,v4,7.6,1.0,v3,v3,v4,0.0,v5,0.0,4.67,1.0,v4,v1,v3,v3,55332.0,6307.0,14.3,1.0,29.5,v2,0.0,v1,16956.0,v3,v1,7.06,0.0,7056.0,0.43,7832.0,0.0,86.0,79.7,1.0,v2,0.0,v1,6.31,v3,v1,56.0,7.88,1.0,444.0,v4,v3,2.0,v1,v1,1.0,5543.0,v5,v3,v5,v2,v1,0
1.0,1.0,v5,v1,0.05,v2,1.0,1.0,v1,3.0,30616.0,v2,v2,v2,v6,0.43,841.0,34.4,v1,29.0,76.7,0.932,186.0,2.0,v3,1.0,430.0,0.0,0.929,713.0,v1,0.613,653.0,v1,5301.0,0.197,v3,v2,v4,v2,0.0,6153.0,1.0,v5,7.33,2.0,v2,v1,v2,1.0,v2,1.0,6.39,1.0,v2,v2,v1,v2,51394.0,5864.0,84.4,1.0,50.9,v3,0.0,v2,23108.0,v2,v3,6.9,2.0,6136.0,0.15,2509.0,1.0,68.0,84.4,1.0,v3,0.0,v2,4.38,v2,v2,45.2,4.22,1.0,375.0,v4,v2,2.0,v2,v1,1.0,5353.0,v2,v2,v5,v2,v2,0
0.0,4.0,v6,v3,0.04,v2,1.0,1.0,v1,0.0,37307.0,v3,v1,v3,v4,0.12,447.0,33.6,v2,50.0,68.3,0.959,266.0,4.0,v3,0.0,460.0,2.0,0.929,760.0,v2,0.618,653.0,v5,5249.0,0.496,v2,v1,v3,v2,1.0,7335.0,2.0,v4,7.78,2.0,v4,v3,v6,0.0,v2,2.0,4.91,1.0,v2,v5,v1,v2,59558.0,6592.0,50.0,0.0,43.9,v3,0.0,v2,16080.0,v4,v4,6.62,2.0,7165.0,0.15,2915.0,1.0,81.0,79.1,1.0,v1,0.0,v4,5.66,v2,v2,50.7,7.32,0.0,458.0,v1,v2,2.0,v1,v1,1.0,6082.0,v5,v1,v3,v2,v5,1
0.0,4.0,v1,v2,0.09,v1,1.0,2.0,v4,2.0,72228.0,v2,v2,v1,v4,0.52,874.0,37.1,v2,55.0,67.0,0.893,268.0,2.0,v4,1.0,428.0,1.0,0.91,822.0,v1,0.468,605.0,v6,6517.0,0.168,v3,v4,v5,v2,2.0,6155.0,2.0,v1,7.46,3.0,v4,v2,v5,0.0,v5,2.0,4.97,0.0,v1,v4,v1,v2,54595.0,5929.0,50.2,0.0,61.2,v3,2.0,v1,18510.0,v2,v4,7.02,2.0,6885.0,0.22,6339.0,0.0,91.0,81.5,5.0,v4,1.0,v4,6.48,v1,v2,46.0,4.26,0.0,768.0,v2,v3,0.0,v1,v1,0.0,5424.0,v5,v3,v6,v1,v1,1
0.0,3.0,v2,v3,0.44,v3,0.0,2.0,v3,0.0,71934.0,v1,v2,v1,v3,0.56,434.0,33.3,v1,57.0,66.8,0.928,245.0,1.0,v2,0.0,329.0,3.0,0.941,740.0,v2,0.461,647.0,v4,4040.0,0.177,v1,v3,v3,v2,3.0,6402.0,1.0,v4,7.43,0.0,v2,v2,v6,1.0,v3,2.0,3.71,1.0,v3,v3,v3,v3,53364.0,5677.0,18.0,1.0,29.6,v3,0.0,v2,16078.0,v4,v4,5.58,0.0,6905.0,0.22,4664.0,0.0,82.0,81.6,1.0,v1,0.0,v4,3.62,v3,v2,51.0,3.8,2.0,691.0,v4,v3,1.0,v1,v2,0.0,5593.0,v1,v3,v1,v1,v1,1
1.0,2.0,v6,v2,0.23,v2,0.0,3.0,v1,2.0,72239.0,v3,v1,v3,v3,0.54,869.0,34.2,v2,65.0,68.3,0.951,190.0,3.0,v3,0.0,462.0,4.0,0.929,557.0,v1,0.677,615.0,v2,6345.0,0.577,v3,v2,v5,v1,2.0,6146.0,2.0,v1,8.78,3.0,v2,v2,v4,0.0,v1,3.0,4.13,1.0,v5,v2,v3,v2,56416.0,6297.0,38.2,1.0,56.5,v4,0.0,v1,20164.0,v4,v3,6.78,3.0,6769.0,0.56,2737.0,1.0,74.0,79.3,3.0,v2,1.0,v1,3.47,v1,v1,50.9,7.66,0.0,486.0,v3,v3,0.0,v1,v2,0.0,5582.0,v3,v2,v2,v2,v4,0
0.0,1.0,v2,v4,0.28,v2,1.0,3.0,v4,1.0,35388.0,v1,v1,v1,v6,0.46,266.0,37.1,v2,39.0,71.8,0.908,240.0,3.0,v2,1.0,310.0,4.0,0.93,704.0,v1,0.582,618.0,v2,6483.0,0.262,v2,v1,v2,v2,3.0,7311.0,3.0,v1,7.88,0.0,v3,v3,v4,1.0,v3,0.0,4.53,0.0,v2,v5,v1,v3,65884.0,6674.0,23.9,0.0,33.4,v4,2.0,v1,13787.0,v5,v4,5.57,0.0,6900.0,0.15,3794.0,1.0,77.0,79.7,2.0,v5,0.0,v3,6.91,v2,v1,44.6,7.23,3.0,448.0,v5,v3,0.0,v2,v2,0.0,6041.0,v5,v1,v4,v2,v4,1
0.0,1.0,v2,v1,0.04,v1,1.0,0.0,v3,0.0,71955.0,v1,v1,v2,v2,0.09,326.0,37.2,v1,43.0,80.5,0.87,275.0,3.0,v3,1.0,459.0,0.0,0.915,810.0,v2,0.577,600.0,v5,5285.0,0.374,v1,v2,v2,v2,3.0,5638.0,0.0,v1,7.45,2.0,v6,v3,v5,1.0,v4,1.0,5.84,0.0,v2,v4,v1,v2,52924.0,6345.0,26.9,1.0,45.9,v2,2.0,v1,18794.0,v1,v2,6.9,3.0,6401.0,0.2,2667.0,0.0,91.0,79.4,4.0,v2,0.0,v4,6.43,v3,v1,45.0,4.24,2.0,560.0,v1,v3,0.0,v2,v1,1.0,5204.0,v5,v2,v1,v1,v5,0
1.0,2.0,v4,v2,0.21,v1,0.0,1.0,v1,2.0,35976.0,v1,v1,v3,v3,0.24,832.0,33.4,v1,38.0,76.9,0.929,192.0,3.0,v2,0.0,284.0,1.0,0.933,858.0,v1,0.456,606.0,v5,4033.0,0.45,v3,v1,v5,v2,2.0,7199.0,2.0,v2,7.76,3.0,v4,v2,v6,1.0,v5,3.0,4.87,1.0,v1,v3,v3,v1,59826.0,7062.0,77.0,1.0,37.0,v4,0.0,v1,20153.0,v3,v2,6.94,3.0,7008.0,0.44,3695.0,2.0,85.0,79.6,1.0,v4,0.0,v4,4.11,v1,v2,46.6,4.03,0.0,495.0,v6,v1,2.0,v1,v1,1.0,5916.0,v5,v1,v1,v2,v1,0
1.0,0.0,v1,v1,0.46,v1,1.0,0.0,v2,2.0,34600.0,v1,v2,v3,v4,0.35,806.0,31.1,v1,56.0,72.2,0.93,258.0,2.0,v2,0.0,300.0,0.0,0.919,814.0,v1,0.607,648.0,v4,5072.0,0.18,v1,v3,v1,v2,3.0,5370.0,3.0,v2,8.27,0.0,v3,v1,v2,2.0,v3,1.0,4.95,0.0,v1,v4,v2,v2,42813.0,6518.0,51.1,0.0,48.3,v3,0.0,v2,18145.0,v2,v2,5.58,3.0,6686.0,0.15,4007.0,0.0,65.0,79.7,4.0,v5,0.0,v1,3.92,v2,v2,44.8,6.76,1.0,439.0,v3,v3,2.0,v2,v1,1.0,5794.0,v4,v1,v1,v2,v4,0
0.0,0.0,v1,v4,0.22,v1,0.0,0.0,v1,0.0,71915.0,v2,v2,v1,v2,0.45,326.0,36.3,v1,46.0,84.0,0.949,255.0,0.0,v4,1.0,369.0,2.0,0.931,712.0,v2,0.679,648.0,v6,5897.0,0.563,v2,v1,v2,v1,3.0,6400.0,3.0,v4,7.75,1.0,v4,v1,v1,0.0,v3,2.0,5.16,0.0,v4,v5,v3,v2,50685.0,6472.0,45.6,0.0,60.2,v1,2.0,v2,19202.0,v1,v4,6.63,0.0,5963.0,0.42,3031.0,2.0,68.0,79.2,4.0,v2,0.0,v1,6.53,v3,v1,46.9,7.48,1.0,393.0,v5,v1,0.0,v1,v2,1.0,5425.0,v5,v1,v3,v1,v4,0
0.0,4.0,v2,v4,0.26,v2,0.0,0.0,v4,1.0,67349.0,v1,v2,v1,v4,0.26,809.0,33.3,v2,42.0,72.9,0.875,217.0,4.0,v4,0.0,470.0,2.0,0.939,710.0,v2,0.604,656.0,v4,4845.0,0.562,v2,v3,v1,v2,2.0,6400.0,4.0,v1,7.39,3.0,v1,v2,v4,1.0,v1,1.0,5.79,0.0,v4,v3,v1,v2,51651.0,5977.0,50.4,1.0,32.8,v2,0.0,v2,13617.0,v2,v1,6.95,3.0,6915.0,0.3,2584.0,2.0,70.0,84.5,2.0,v1,0.0,v3,3.82,v1,v2,46.8,5.63,2.0,443.0,v1,v1,1.0,v1,v1,1.0,5123.0,v4,v3,v2,v2,v5,1
1.0,4.0,v1,v1,0.39,v1,0.0,0.0,v2,2.0,97426.0,v1,v1,v3,v6,0.48,779.0,33.9,v1,41.0,68.2,0.815,274.0,4.0,v2,0.0,299.0,3.0,0.941,761.0,v1,0.609,605.0,v1,5171.0,0.141,v4,v2,v2,v1,1.0,5836.0,0.0,v5,7.54,1.0,v2,v1,v1,1.0,v4,2.0,6.11,1.0,v4,v5,v2,v1,63977.0,6463.0,54.7,1.0,30.6,v4,1.0,v1,17162.0,v1,v4,6.92,2.0,6096.0,0.15,3961.0,1.0,69.0,83.4,0.0,v1,0.0,v1,4.38,v1,v1,56.2,3.55,3.0,890.0,v4,v2,2.0,v2,v1,1.0,6034.0,v3,v1,v3,v2,v1,0
1.0,3.0,v4,v2,0.49,v1,0.0,1.0,v3,2.0,35153.0,v1,v2,v4,v4,0.56,471.0,30.6,v2,43.0,72.0,0.884,275.0,1.0,v1,0.0,321.0,0.0,0.91,784.0,v2,0.661,597.0,v6,5281.0,0.377,v4,v2,v5,v2,1.0,5726.0,4.0,v4,8.22,2.0,v5,v1,v2,0.0,v1,0.0,4.93,1.0,v3,v3,v1,v1,57518.0,6796.0,16.2,0.0,33.9,v4,1.0,v2,16077.0,v3,v1,6.67,3.0,6869.0,0.56,2507.0,0.0,74.0,84.2,4.0,v1,0.0,v4,6.41,v1,v2,52.2,7.97,2.0,790.0,v6,v1,0.0,v1,v1,0.0,5373.0,v3,v1,v4,v2,v5,0
1.0,0.0,v6,v2,0.45,v1,0.0,0.0,v1,0.0,71920.0,v2,v2,v4,v3,0.3,888.0,33.3,v2,30.0,72.3,0.927,277.0,0.0,v1,1.0,454.0,0.0,0.922,778.0,v1,0.62,656.0,v3,4868.0,0.568,v2,v4,v4,v1,2.0,6244.0,2.0,v5,7.97,3.0,v4,v1,v5,2.0,v5,3.0,4.85,0.0,v4,v3,v1,v2,48720.0,6339.0,17.2,1.0,47.3,v1,0.0,v1,16221.0,v4,v4,5.99,0.0,6871.0,0.53,6294.0,0.0,63.0,79.1,4.0,v4,1.0,v1,6.3,v3,v2,53.9,7.97,3.0,437.0,v3,v3,2.0,v1,v1,0.0,5416.0,v5,v1,v4,v2,v4,1
1.0,1.0,v3,v3,0.25,v2,0.0,2.0,v2,2.0,71915.0,v1,v1,v4,v5,0.42,586.0,31.2,v2,61.0,68.8,0.907,187.0,2.0,v2,0.0,301.0,0.0,0.922,877.0,v2,0.463,600.0,v6,5254.0,0.166,v5,v3,v4,v1,2.0,6209.0,4.0,v3,7.86,3.0,v3,v2,v6,1.0,v2,1.0,4.66,0.0,v5,v4,v2,v2,55832.0,6214.0,17.6,1.0,29.8,v3,1.0,v1,18430.0,v4,v2,7.35,1.0,7005.0,0.35,2561.0,0.0,78.0,79.3,0.0,v1,1.0,v4,3.85,v3,v2,47.2,4.68,0.0,871.0,v1,v1,0.0,v1,v2,0.0,6168.0,v5,v1,v3,v2,v4,1
0.0,1.0,v5,v1,0.48,v2,0.0,1.0,v2,3.0,37293.0,v2,v2,v2,v1,0.45,826.0,33.4,v1,29.0,68.9,0.922,275.0,4.0,v1,1.0,436.0,2.0,0.943,731.0,v1,0.546,656.0,v1,4030.0,0.474,v4,v4,v5,v2,1.0,6375.0,4.0,v1,8.67,0.0,v1,v2,v1,0.0,v3,0.0,5.41,0.0,v5,v2,v3,v1,48853.0,5898.0,45.2,0.0,31.9,v5,1.0,v2,21775.0,v1,v1,6.97,3.0,6040.0,0.15,4338.0,2.0,69.0,79.1,1.0,v3,0.0,v4,4.08,v1,v1,50.9,4.38,1.0,709.0,v1,v2,0.0,v1,v2,1.0,5526.0,v3,v3,v1,v1,v3,0
