V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,class
3.3,53676.0,26.4,2.35,19027.0,0.316,71.3,84.0,4.37,7.2,51.4,v2,0.687,77.2,7313.0,744.0,0.523,5.88,0.47,240.0,28.9,0.15,3.92,98.6,6.92,0.233,0.533,0.98,9.09,0.61,v2,56.7,0.43,84.8,61.8,0.44,19303.0,6.9,0.752,v1,0
3.49,46209.0,45.6,2.54,24932.0,0.228,78.2,93.0,4.69,5.2,51.0,v1,0.69,87.9,4899.0,742.0,0.442,6.24,0.52,601.0,26.2,0.28,1.6,75.7,6.91,0.661,0.37,0.86,9.33,0.62,v2,59.7,0.63,21.9,58.6,0.64,58806.0,6.47,0.742,v3,1
3.54,53431.0,49.8,1.72,40045.0,0.322,73.1,77.0,4.66,5.3,51.9,v1,0.695,37.3,5543.0,760.0,0.422,6.37,0.13,823.0,24.0,0.23,2.7,74.2,8.6,0.487,0.625,0.46,9.03,0.3,v2,61.0,0.44,87.5,71.7,0.83,18524.0,7.57,0.698,v2,0
2.46,49343.0,50.0,2.35,22392.0,0.495,78.7,87.0,4.69,7.0,51.4,v1,0.669,97.6,7449.0,763.0,0.769,4.86,0.46,823.0,31.9,0.46,1.54,62.8,6.76,0.246,0.504,0.92,8.29,0.52,v1,51.7,0.45,77.0,63.1,0.75,56206.0,7.33,0.787,v2,0
2.67,55233.0,36.2,1.84,46511.0,0.498,76.6,93.0,4.24,6.7,50.5,v1,0.681,81.2,7081.0,763.0,0.648,6.0,0.69,236.0,25.0,0.2,3.42,90.4,6.75,0.231,0.469,0.75,9.05,0.45,v2,48.1,0.45,59.6,65.9,0.22,53061.0,7.52,0.732,v3,0
3.71,51789.0,33.4,1.98,57766.0,0.316,79.5,63.0,4.4,4.1,50.9,v2,0.681,97.6,6599.0,761.0,0.265,6.07,0.4,440.0,24.2,0.22,3.15,92.2,7.29,0.277,0.352,0.89,9.43,0.54,v1,49.7,0.4,17.9,57.7,0.69,53962.0,6.86,0.806,v1,1
1.29,54291.0,39.2,2.12,22738.0,0.146,74.4,93.0,4.7,4.9,50.8,v2,0.645,82.4,7440.0,782.0,0.798,6.06,0.68,663.0,24.0,0.25,2.94,72.1,6.97,0.549,0.331,0.8,9.13,0.42,v1,55.1,0.54,41.9,70.2,0.88,70505.0,6.36,0.694,v1,1
2.22,54817.0,13.3,1.83,24418.0,0.315,82.1,72.0,4.29,4.7,55.6,v1,0.679,92.5,6978.0,756.0,0.251,5.54,0.15,600.0,28.8,0.23,2.36,99.2,7.96,0.242,0.352,0.96,9.54,0.45,v2,60.8,0.44,73.8,62.6,0.77,48205.0,7.75,0.847,v3,1
1.34,55277.0,51.2,3.06,38320.0,0.497,79.2,93.0,4.66,8.8,50.2,v1,0.62,42.1,5658.0,805.0,0.328,4.13,0.64,499.0,26.0,0.36,1.12,90.1,8.37,0.393,0.538,0.92,8.67,0.4,v2,62.0,0.41,64.1,65.8,0.6,81009.0,7.29,0.701,v1,1
2.44,51614.0,27.7,2.03,20920.0,0.387,77.5,74.0,4.64,5.2,50.2,v1,0.476,74.9,7372.0,805.0,0.57,4.88,0.21,652.0,24.0,0.24,3.82,88.2,7.96,0.103,0.587,0.85,9.12,0.26,v1,50.9,0.34,41.1,64.4,0.88,25624.0,7.06,0.84,v2,0
3.44,52719.0,26.8,1.01,25693.0,0.496,76.3,64.0,4.31,5.0,51.0,v2,0.638,98.2,6906.0,769.0,0.243,4.46,0.66,758.0,26.3,0.3,1.35,91.7,7.47,0.294,0.624,0.97,9.68,0.23,v2,58.5,0.39,59.6,72.0,0.68,16119.0,7.33,0.682,v1,1
3.8,53855.0,38.1,1.84,57362.0,0.172,76.0,91.0,4.66,6.9,55.2,v2,0.696,35.2,7263.0,758.0,0.468,6.13,0.55,242.0,25.8,0.29,4.02,76.2,6.75,0.247,0.617,0.86,9.11,0.38,v2,58.5,0.42,54.1,65.0,0.75,57213.0,7.13,0.702,v2,0
3.86,49631.0,37.6,1.85,21450.0,0.339,78.7,72.0,4.68,5.1,52.1,v2,0.617,76.9,5819.0,752.0,0.881,4.82,0.45,820.0,31.0,0.25,3.02,88.4,6.81,0.946,0.6,0.93,9.13,0.4,v2,49.0,0.45,55.8,69.7,0.62,58835.0,7.84,0.758,v2,0
3.38,55339.0,21.8,0.62,86944.0,0.407,82.2,75.0,4.39,4.2,52.5,v1,0.667,41.8,5897.0,798.0,0.611,4.27,0.36,600.0,29.2,0.38,3.54,91.6,6.93,0.869,0.395,0.82,9.12,0.25,v2,60.7,0.45,61.0,70.1,0.58,52122.0,7.64,0.767,v3,0
1.51,54023.0,51.2,2.74,23971.0,0.161,75.0,69.0,4.68,4.6,50.2,v2,0.69,81.1,6614.0,796.0,0.415,5.92,0.37,608.0,24.7,0.36,2.1,83.4,6.84,0.499,0.615,0.5,9.86,0.62,v2,59.4,0.43,19.3,72.5,0.86,61517.0,6.6,0.789,v3,0
2.57,47535.0,51.1,2.05,80814.0,0.193,77.4,73.0,4.58,3.8,51.5,v1,0.658,93.5,4546.0,747.0,0.642,4.89,0.7,625.0,26.6,0.46,1.52,89.5,7.65,0.377,0.343,0.95,9.12,0.56,v1,50.5,0.47,21.4,70.9,0.88,66067.0,6.36,0.751,v3,1
3.24,47944.0,26.2,1.93,55133.0,0.169,77.4,94.0,4.63,4.5,50.2,v1,0.691,98.2,5241.0,779.0,0.373,5.72,0.26,599.0,23.9,0.46,1.34,91.8,6.85,0.357,0.363,0.97,9.06,0.59,v1,51.6,0.38,46.5,61.8,0.64,47286.0,7.4,0.707,v1,0
2.78,50983.0,39.3,2.07,31053.0,0.316,72.4,78.0,4.52,5.8,52.3,v1,0.652,76.1,7029.0,797.0,0.615,6.24,0.44,610.0,26.3,0.26,2.8,76.7,7.36,0.27,0.384,0.51,9.85,0.27,v2,59.8,0.6,60.1,69.6,0.34,21881.0,7.65,0.721,v3,1
3.56,46993.0,51.1,1.95,80072.0,0.404,72.9,86.0,4.59,8.7,50.2,v2,0.696,64.0,4608.0,760.0,0.61,4.79,0.69,608.0,27.9,0.47,0.96,97.8,7.32,0.133,0.626,0.89,8.37,0.31,v2,59.6,0.45,41.8,58.5,0.28,58091.0,7.5,0.845,v3,1
1.86,51342.0,34.0,1.88,23815.0,0.168,78.9,52.0,4.65,9.1,54.2,v1,0.624,95.5,5723.0,756.0,0.25,5.3,0.37,384.0,26.6,0.46,1.0,65.5,6.91,0.785,0.612,0.84,9.12,0.21,v2,48.1,0.41,26.1,65.0,0.89,17210.0,6.3,0.831,v2,1
1.69,55910.0,40.0,0.47,58167.0,0.168,74.4,94.0,4.43,8.3,51.0,v2,0.62,78.4,4822.0,742.0,0.624,3.37,0.52,823.0,26.1,0.29,3.26,96.4,6.86,0.251,0.336,0.9,9.12,0.26,v2,49.3,0.6,20.9,70.3,0.31,67140.0,7.82,0.692,v3,0
1.28,54928.0,36.3,1.85,21466.0,0.498,78.4,80.0,4.63,5.7,52.5,v1,0.551,77.8,6521.0,745.0,0.468,5.88,0.47,821.0,26.2,0.47,2.67,81.9,7.06,0.84,0.414,0.58,9.12,0.31,v1,59.0,0.46,59.7,70.5,0.54,55922.0,6.8,0.731,v2,0
1.82,55482.0,51.1,2.0,61414.0,0.498,77.1,66.0,4.35,7.6,50.2,v2,0.768,82.7,4755.0,761.0,0.611,4.17,0.15,604.0,27.3,0.28,1.35,67.2,6.8,0.473,0.41,0.9,9.07,0.39,v2,59.5,0.42,18.1,61.1,0.48,85757.0,7.99,0.705,v3,0
3.62,49367.0,26.2,2.32,83613.0,0.495,77.5,70.0,4.61,8.2,50.9,v1,0.863,82.3,6565.0,780.0,0.298,6.11,0.36,683.0,26.7,0.47,1.14,91.9,7.99,0.15,0.439,0.48,9.38,0.27,v1,57.7,0.43,64.0,72.8,0.68,19006.0,7.19,0.77,v3,0
3.45,46763.0,17.0,2.51,21930.0,0.165,77.7,93.0,4.61,7.3,51.4,v2,0.6,96.6,6501.0,747.0,0.423,5.48,0.68,370.0,28.2,0.26,1.88,90.8,7.05,0.206,0.622,0.52,9.05,0.22,v2,59.6,0.34,45.2,72.7,0.48,14547.0,6.97,0.746,v3,0
3.43,53163.0,12.8,0.64,76871.0,0.304,72.5,80.0,4.4,6.8,50.9,v1,0.681,98.9,6709.0,757.0,0.267,6.1,0.38,811.0,25.6,0.27,3.83,80.3,7.1,0.698,0.352,0.42,9.12,0.22,v1,59.2,0.41,67.9,59.8,0.88,15091.0,7.18,0.686,v1,0
3.76,54423.0,32.0,1.83,62760.0,0.447,73.4,87.0,4.62,8.0,50.6,v2,0.651,74.2,4660.0,809.0,0.559,5.39,0.66,822.0,30.0,0.28,0.67,79.7,6.95,0.308,0.355,0.6,9.12,0.26,v1,59.2,0.45,59.5,69.3,0.54,43060.0,6.67,0.707,v1,0
3.45,55370.0,26.3,2.02,19549.0,0.315,77.7,72.0,4.4,5.7,51.6,v2,0.864,98.3,4539.0,753.0,0.618,6.12,0.37,736.0,25.5,0.24,3.65,70.4,6.81,0.217,0.361,0.91,9.06,0.62,v1,56.6,0.44,73.0,62.6,0.76,77258.0,6.4,0.801,v2,0
3.6,55989.0,35.3,1.52,20951.0,0.316,79.0,94.0,4.52,8.2,51.4,v2,0.691,98.2,4151.0,810.0,0.731,6.17,0.5,821.0,33.7,0.24,0.58,65.5,7.28,0.555,0.333,0.52,9.04,0.62,v2,60.9,0.45,21.3,72.0,0.77,14868.0,6.26,0.754,v3,0
2.18,55199.0,51.3,2.77,79913.0,0.171,71.5,67.0,4.31,8.4,50.3,v1,0.501,48.7,7418.0,742.0,0.829,5.21,0.7,764.0,27.2,0.23,3.64,80.9,7.89,0.87,0.326,0.48,9.8,0.62,v2,56.7,0.43,52.1,71.6,0.61,43754.0,7.8,0.762,v3,0
2.65,55775.0,38.5,1.85,90531.0,0.148,78.7,62.0,4.28,7.5,51.4,v2,0.668,76.9,4700.0,770.0,0.648,5.94,0.62,593.0,25.4,0.26,1.56,96.5,6.74,0.831,0.333,0.98,9.27,0.47,v2,59.7,0.47,22.4,63.3,0.26,19083.0,7.81,0.692,v3,0
3.12,56543.0,51.4,2.02,22214.0,0.348,74.0,68.0,4.43,6.1,50.2,v1,0.864,92.7,6013.0,802.0,0.237,3.17,0.47,570.0,27.9,0.22,4.01,81.0,8.27,0.104,0.618,0.93,9.76,0.22,v2,58.9,0.34,27.5,70.9,0.5,71828.0,7.1,0.793,v2,0
2.67,46184.0,19.1,2.93,79110.0,0.45,79.2,94.0,4.53,4.1,55.9,v1,0.647,74.5,5726.0,792.0,0.252,3.96,0.69,606.0,30.6,0.35,3.3,92.2,6.87,0.213,0.622,0.47,9.04,0.46,v1,58.2,0.57,62.1,59.3,0.64,21713.0,7.29,0.697,v1,1
3.62,47805.0,23.7,2.22,19645.0,0.497,77.7,70.0,4.63,3.4,50.7,v2,0.665,96.6,6962.0,763.0,0.439,5.92,0.41,811.0,25.1,0.46,1.63,74.8,7.3,0.926,0.5,0.96,9.1,0.21,v1,57.9,0.45,18.8,70.2,0.88,46917.0,6.58,0.742,v2,0
2.37,49634.0,36.9,0.74,23451.0,0.211,72.4,93.0,4.61,3.8,51.2,v1,0.863,98.1,5131.0,764.0,0.242,5.17,0.72,817.0,28.1,0.3,1.87,68.1,6.98,0.292,0.442,0.96,9.11,0.6,v1,49.2,0.43,31.1,67.5,0.62,45342.0,7.16,0.725,v2,0
2.55,53339.0,51.1,1.92,81417.0,0.435,77.6,72.0,4.6,4.9,50.2,v2,0.541,94.4,7016.0,808.0,0.625,4.6,0.66,814.0,29.5,0.37,0.39,70.0,6.7,0.59,0.608,0.53,9.07,0.61,v1,50.9,0.55,41.3,61.5,0.33,51820.0,7.64,0.715,v1,0
3.05,56381.0,38.0,2.13,87348.0,0.195,74.3,93.0,4.56,7.5,50.6,v1,0.5,84.0,4369.0,808.0,0.765,6.21,0.69,815.0,28.8,0.24,3.63,83.7,7.05,0.228,0.451,0.86,9.71,0.23,v1,59.4,0.45,20.5,70.8,0.56,55578.0,7.37,0.764,v2,1
2.33,55422.0,37.0,0.59,30106.0,0.498,78.6,92.0,4.26,7.4,54.6,v1,0.724,96.1,5662.0,761.0,0.62,3.69,0.38,362.0,25.5,0.29,3.75,87.3,6.89,0.24,0.614,0.84,9.12,0.29,v1,58.1,0.36,46.8,72.7,0.89,20207.0,8.59,0.776,v3,1
2.82,53590.0,50.8,2.1,53844.0,0.418,78.0,84.0,4.3,4.4,51.9,v2,0.66,76.7,7347.0,744.0,0.571,5.31,0.38,257.0,24.0,0.2,0.47,84.5,7.05,0.127,0.445,0.72,9.08,0.4,v1,60.6,0.38,60.1,65.7,0.84,50459.0,6.87,0.687,v3,0
2.63,56634.0,25.9,1.84,91250.0,0.316,78.8,54.0,4.47,3.4,50.2,v1,0.863,86.4,5421.0,801.0,0.237,5.2,0.67,821.0,25.5,0.23,3.54,96.5,7.0,0.67,0.338,0.91,8.82,0.25,v2,59.8,0.46,64.1,63.0,0.74,21231.0,7.66,0.744,v3,0
1.98,53050.0,27.2,0.57,24059.0,0.412,77.9,94.0,4.31,3.9,52.7,v1,0.62,75.6,6362.0,782.0,0.648,4.09,0.36,823.0,24.1,0.36,3.74,91.3,7.37,0.183,0.604,0.98,9.11,0.27,v1,60.1,0.42,19.7,57.6,0.35,36161.0,7.1,0.763,v1,0
3.52,56687.0,51.0,1.28,85079.0,0.162,73.6,60.0,4.58,5.9,50.2,v1,0.686,75.4,7428.0,764.0,0.829,6.31,0.36,441.0,31.9,0.37,3.01,91.4,6.94,0.29,0.581,0.55,8.82,0.26,v2,51.4,0.37,21.6,67.7,0.45,23173.0,7.07,0.749,v1,1
3.41,52983.0,49.7,1.98,80608.0,0.497,77.9,76.0,4.62,8.0,51.0,v1,0.687,76.0,6629.0,794.0,0.552,4.3,0.22,823.0,24.4,0.45,3.97,92.0,6.78,0.877,0.604,0.93,9.13,0.36,v1,62.1,0.45,80.3,55.8,0.24,16838.0,6.47,0.736,v2,0
2.63,55263.0,50.7,1.94,24037.0,0.316,72.8,83.0,4.6,7.8,54.0,v2,0.509,94.2,7098.0,794.0,0.646,5.49,0.41,728.0,26.2,0.36,1.46,96.6,7.28,0.2,0.432,0.63,9.07,0.53,v2,49.5,0.44,28.9,57.8,0.52,17312.0,8.4,0.714,v3,1
2.73,47952.0,15.5,2.92,95138.0,0.331,78.0,94.0,4.51,4.5,50.2,v1,0.694,74.5,7100.0,796.0,0.327,5.73,0.55,811.0,33.3,0.27,2.96,93.7,6.83,0.521,0.326,0.73,9.57,0.58,v1,58.3,0.44,65.4,70.3,0.88,13916.0,6.81,0.795,v2,0
1.43,55385.0,17.4,2.06,41822.0,0.306,72.5,72.0,4.46,7.8,50.2,v2,0.864,82.7,7374.0,803.0,0.288,3.79,0.7,815.0,34.4,0.18,3.9,81.5,8.22,0.817,0.625,0.61,9.05,0.22,v1,51.3,0.36,84.4,54.8,0.53,14344.0,6.5,0.692,v1,0
3.03,46153.0,38.4,1.1,23086.0,0.21,79.3,74.0,4.51,6.8,50.7,v2,0.631,76.9,5133.0,790.0,0.649,5.02,0.13,818.0,34.7,0.18,2.16,83.9,8.55,0.748,0.329,0.4,8.69,0.31,v2,53.3,0.36,84.6,56.6,0.88,18007.0,6.59,0.837,v3,0
1.51,46163.0,26.2,1.95,21967.0,0.316,78.1,67.0,4.65,7.3,50.2,v1,0.676,86.6,5324.0,805.0,0.648,4.56,0.55,821.0,33.7,0.19,2.55,91.7,7.09,0.266,0.599,0.91,9.45,0.24,v2,48.8,0.37,60.0,70.2,0.88,33134.0,7.5,0.737,v1,0
3.54,51044.0,37.6,1.95,48518.0,0.315,78.8,94.0,4.6,8.7,52.3,v2,0.648,97.7,6586.0,762.0,0.646,5.94,0.51,684.0,28.4,0.2,0.75,89.8,6.98,0.213,0.357,0.85,8.47,0.25,v2,61.1,0.34,19.6,62.6,0.35,16093.0,7.41,0.766,v1,0
3.64,56532.0,26.3,1.86,86499.0,0.156,82.1,94.0,4.64,7.1,55.8,v1,0.784,95.8,4872.0,764.0,0.528,4.97,0.45,823.0,33.4,0.15,3.4,79.6,8.36,0.81,0.614,0.79,9.53,0.43,v1,62.0,0.36,23.0,64.4,0.85,55712.0,8.35,0.685,v1,1
3.88,46981.0,39.0,0.67,35329.0,0.316,71.8,72.0,4.63,7.5,53.8,v2,0.515,77.4,6775.0,786.0,0.391,6.11,0.67,601.0,34.0,0.19,0.96,65.0,7.36,0.187,0.622,0.61,9.79,0.6,v2,58.3,0.55,67.4,64.7,0.29,43358.0,8.44,0.724,v2,1
3.45,53349.0,39.0,2.72,58381.0,0.315,71.8,74.0,4.55,4.2,50.3,v1,0.67,77.0,7151.0,750.0,0.473,5.42,0.37,823.0,25.0,0.22,0.81,67.1,7.02,0.156,0.568,0.96,9.1,0.21,v1,51.8,0.62,21.4,65.2,0.53,63285.0,6.59,0.737,v1,0
3.49,53958.0,24.6,2.04,19474.0,0.315,76.6,74.0,4.59,8.4,54.8,v2,0.747,76.5,5021.0,787.0,0.427,6.15,0.44,495.0,29.5,0.36,2.6,93.4,7.52,0.172,0.437,0.66,9.1,0.26,v2,59.5,0.41,28.8,59.5,0.89,57851.0,6.37,0.709,v1,0
2.46,54933.0,43.5,2.3,81623.0,0.147,73.1,89.0,4.37,3.7,52.8,v1,0.756,76.0,4685.0,804.0,0.243,3.89,0.58,701.0,31.4,0.29,3.03,90.7,7.05,0.9,0.451,0.57,9.13,0.25,v2,61.0,0.52,20.7,72.1,0.89,58606.0,7.21,0.734,v3,1
2.82,55783.0,39.9,1.22,24093.0,0.356,77.7,81.0,4.66,8.0,51.4,v2,0.696,92.9,5450.0,763.0,0.246,6.07,0.52,818.0,24.8,0.45,3.35,80.0,7.19,0.805,0.531,0.95,9.87,0.4,v1,61.7,0.44,84.0,58.3,0.41,52128.0,6.33,0.851,v3,0
2.5,48297.0,39.6,2.28,83409.0,0.233,78.4,62.0,4.4,4.1,54.4,v1,0.689,90.3,5349.0,778.0,0.577,3.93,0.13,592.0,28.6,0.19,3.37,88.8,7.44,0.569,0.471,0.91,9.09,0.29,v2,50.3,0.5,29.3,69.4,0.45,24335.0,6.32,0.693,v1,0
3.54,52538.0,39.7,1.19,22319.0,0.478,79.1,94.0,4.66,9.0,50.2,v1,0.526,93.9,4547.0,762.0,0.233,3.0,0.68,823.0,25.8,0.27,3.52,94.0,7.05,0.521,0.413,0.83,9.14,0.27,v1,55.1,0.35,21.9,57.5,0.46,56976.0,7.09,0.787,v1,1
2.29,51391.0,31.1,1.83,38638.0,0.302,74.8,93.0,4.56,6.0,51.5,v2,0.642,92.4,5523.0,760.0,0.344,6.05,0.45,609.0,33.2,0.15,1.54,66.8,6.91,0.133,0.418,0.86,8.6,0.22,v2,61.1,0.45,59.8,61.2,0.7,60192.0,7.77,0.765,v2,0
2.3,54733.0,27.4,1.83,80488.0,0.167,77.8,71.0,4.62,4.3,51.1,v2,0.686,77.3,6277.0,806.0,0.239,3.22,0.52,698.0,30.7,0.23,4.06,65.0,6.84,0.784,0.618,0.85,9.07,0.33,v2,61.7,0.59,21.8,55.4,0.63,17211.0,6.72,0.797,v3,1
2.87,53735.0,32.7,0.69,61674.0,0.316,77.6,80.0,4.27,7.4,50.2,v2,0.689,81.5,7009.0,803.0,0.649,3.71,0.43,817.0,24.3,0.45,3.31,85.5,7.87,0.272,0.389,0.91,9.38,0.3,v1,52.7,0.63,61.6,59.4,0.53,18802.0,6.54,0.727,v3,1
3.18,47003.0,51.4,2.09,37363.0,0.315,79.2,84.0,4.64,8.3,53.8,v2,0.675,57.1,4746.0,806.0,0.333,4.26,0.53,271.0,25.1,0.3,1.53,97.2,6.86,0.234,0.603,0.9,9.09,0.54,v1,53.0,0.41,59.9,58.9,0.31,23724.0,7.53,0.815,v3,0
